freq,unit,na_item,geo,time,gdp_pc_current_pps,country,year
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2002,10893.700000000,SVK,2002
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2003,11557.100000000,SVK,2003
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2004,12370.200000000,SVK,2004
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2005,13537.000000000,SVK,2005
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2006,14984.600000000,SVK,2006
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2007,16696.100000000,SVK,2007
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2008,18312.500000000,SVK,2008
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2009,17320.900000000,SVK,2009
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2010,19079.400000000,SVK,2010
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2011,19526.400000000,SVK,2011
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2012,19960.200000000,SVK,2012
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2013,20266.500000000,SVK,2013
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2014,20863.600000000,SVK,2014
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2015,21683.100000000,SVK,2015
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2016,20747.700000000,SVK,2016
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2017,20778.300000000,SVK,2017
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2018,21370.900000000,SVK,2018
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2019,22107.400000000,SVK,2019
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2020,22561.300000000,SVK,2020
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2021,24479.700000000,SVK,2021
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2022,25517.400000000,SVK,2022
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2023,28486.600000000,SVK,2023
A,CP_PPS_EU27_2020_HAB,B1GQ,SK,2024,29808.100000000,SVK,2024
A,CP_PPS_EU27_2020_HAB,B1GQ,FI,1995,16386.200000000,FIN,1995
A,CP_PPS_EU27_2020_HAB,B1GQ,FI,1996,17002.700000000,FIN,1996
A,CP_PPS_EU27_2020_HAB,B1GQ,FI,1997,18228.200000000,FIN,1997
A,CP_PPS_EU27_2020_HAB,B1GQ,FI,1998,19610.800000000,FIN,1998
A,CP_PPS_EU27_2020_HAB,B1GQ,FI,1999,20693.600000000,FIN,1999
A,CP_PPS_EU27_2020_HAB,B1GQ,FI,2000,22245.300000000,FIN,2000
A,CP_PPS_EU27_2020_HAB,B1GQ,FI,2001,23012.800000000,FIN,2001
A,CP_PPS_EU27_2020_HAB,B1GQ,FI,2002,23444.600000000,FIN,2002
A,CP_PPS_EU27_2020_HAB,B1GQ,FI,2003,23851.200000000,FIN,2003
A,CP_PPS_EU27_2020_HAB,B1GQ,FI,2004,25492.200000000,FIN,2004
A,CP_PPS_EU27_2020_HAB,B1GQ,FI,2005,26251.000000000,FIN,2005
A,CP_PPS_EU27_2020_HAB,B1GQ,FI,2006,27388.000000000,FIN,2006
A,CP_PPS_EU27_2020_HAB,B1GQ,FI,2007,29879.500000000,FIN,2007
A,CP_PPS_EU27_2020_HAB,B1GQ,FI,2008,31104.600000000,FIN,2008
A,CP_PPS_EU27_2020_HAB,B1GQ,FI,2009,28678.400000000,FIN,2009
A,CP_PPS_EU27_2020_HAB,B1GQ,FI,2010,29484.800000000,FIN,2010
A,CP_PPS_EU27_2020_HAB,B1GQ,FI,2011,30438.200000000,FIN,2011
A,CP_PPS_EU27_2020_HAB,B1GQ,FI,2012,30084.200000000,FIN,2012
A,CP_PPS_EU27_2020_HAB,B1GQ,FI,2013,29828.900000000,FIN,2013
A,CP_PPS_EU27_2020_HAB,B1GQ,FI,2014,29773.700000000,FIN,2014
A,CP_PPS_EU27_2020_HAB,B1GQ,FI,2015,30379.300000000,FIN,2015
A,CP_PPS_EU27_2020_HAB,B1GQ,FI,2016,30955.100000000,FIN,2016
A,CP_PPS_EU27_2020_HAB,B1GQ,FI,2017,32444.600000000,FIN,2017
A,CP_PPS_EU27_2020_HAB,B1GQ,FI,2018,33393.200000000,FIN,2018
A,CP_PPS_EU27_2020_HAB,B1GQ,FI,2019,33999.700000000,FIN,2019
A,CP_PPS_EU27_2020_HAB,B1GQ,FI,2020,34039.900000000,FIN,2020
A,CP_PPS_EU27_2020_HAB,B1GQ,FI,2021,36222.400000000,FIN,2021
A,CP_PPS_EU27_2020_HAB,B1GQ,FI,2022,38350.400000000,FIN,2022
A,CP_PPS_EU27_2020_HAB,B1GQ,FI,2023,39689.000000000,FIN,2023
A,CP_PPS_EU27_2020_HAB,B1GQ,FI,2024,40848.200000000,FIN,2024
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,1995,19324.500000000,SWE,1995
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,1996,20290.900000000,SWE,1996
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,1997,20761.000000000,SWE,1997
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,1998,21545.000000000,SWE,1998
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,1999,22979.900000000,SWE,1999
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2000,24617.500000000,SWE,2000
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2001,24788.600000000,SWE,2001
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2002,25399.600000000,SWE,2002
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2003,26106.500000000,SWE,2003
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2004,27624.900000000,SWE,2004
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2005,28021.200000000,SWE,2005
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2006,29948.600000000,SWE,2006
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2007,32231.500000000,SWE,2007
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2008,32526.700000000,SWE,2008
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2009,30274.400000000,SWE,2009
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2010,31764.000000000,SWE,2010
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2011,33037.900000000,SWE,2011
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2012,33390.900000000,SWE,2012
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2013,33278.600000000,SWE,2013
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2014,33570.200000000,SWE,2014
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2015,35062.000000000,SWE,2015
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2016,34881.800000000,SWE,2016
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2017,35296.200000000,SWE,2017
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2018,35915.600000000,SWE,2018
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2019,36994.500000000,SWE,2019
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2020,36665.900000000,SWE,2020
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2021,39670.200000000,SWE,2021
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2022,40905.500000000,SWE,2022
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2023,42507.000000000,SWE,2023
A,CP_PPS_EU27_2020_HAB,B1GQ,SE,2024,44414.400000000,SWE,2024
