STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,MEASURE,Measure,REF_AREA,Reference area,ACTIVITY,Economic activity,COUNTERPART_AREA,Counterpart area,UNIT_MEASURE,Unit of measure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",FIN,Finland,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2021,,76.277,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",LVA,Latvia,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2021,,65.328,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",SWE,Sweden,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2021,,76.429,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",ITA,Italy,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2021,,79.8,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",FRA,France,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2021,,79.108,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",ESP,Spain,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2021,,79.601,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",PRT,Portugal,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2021,,72.413,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",HUN,Hungary,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2021,,65.066,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",SVK,Slovak Republic,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2021,,64.992,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",LTU,Lithuania,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2021,,61.109,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",BGR,Bulgaria,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2021,,67.098,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",AUT,Austria,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2021,,71.1,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",GRC,Greece,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2021,,74.684,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",CZE,Czechia,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2021,,69.765,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",POL,Poland,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2021,,68.509,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",DEU,Germany,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2021,,77.316,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",SVN,Slovenia,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2021,,62.865,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",IRL,Ireland,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2021,,56.492,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",EST,Estonia,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2021,,61.77,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",DNK,Denmark,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2021,,73.511,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",BEL,Belgium,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2021,,67.544,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",NLD,Netherlands,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2021,,71.334,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",LUX,Luxembourg,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2021,,56.835,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,GFCF_VA_SH,"Value added in gross fixed capital formation, value added origin shares",FRA,France,_T,Total - All activities,D,Domestic (home or reference area),PT_GFCF_VA,Percentage of value added in gross fixed capital formation,A,Annual,1998,,76.048,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",HRV,Croatia,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2022,,62.835,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",LVA,Latvia,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2022,,61.177,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",SWE,Sweden,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2022,,73.34,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",ITA,Italy,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2022,,75.468,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",SVK,Slovak Republic,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2022,,62.503,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",ESP,Spain,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2022,,76.646,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",HUN,Hungary,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2022,,62.88,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",PRT,Portugal,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2022,,68.519,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",BGR,Bulgaria,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2022,,64.573,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",LTU,Lithuania,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2022,,58.375,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",IRL,Ireland,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2022,,58.598,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",SVN,Slovenia,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2022,,57.807,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",POL,Poland,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2022,,66.134,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",NLD,Netherlands,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2022,,71.607,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",CYP,Cyprus,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2022,,58.443,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",LUX,Luxembourg,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2022,,57.143,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",MLT,Malta,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2022,,53.039,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",LUX,Luxembourg,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2018,,58.502,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",LTU,Lithuania,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2018,,62.809,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",SVN,Slovenia,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2018,,63.274,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",NLD,Netherlands,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2018,,71.99,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",POL,Poland,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2018,,70.598,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",SVK,Slovak Republic,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2018,,65.352,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",PRT,Portugal,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2018,,73.666,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",LVA,Latvia,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2018,,66.298,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",ESP,Spain,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2018,,80.431,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,CONS_VA_SH,"Value added in consumption, value added origin shares",SWE,Sweden,_T,Total - All activities,D,Domestic (home or reference area),PT_CONS_VA,Percentage of value added in consumption,A,Annual,2018,,77.513,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,GFCF_VA_SH,"Value added in gross fixed capital formation, value added origin shares",FRA,France,_T,Total - All activities,D,Domestic (home or reference area),PT_GFCF_VA,Percentage of value added in gross fixed capital formation,A,Annual,1997,,76.017,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,GFCF_VA_SH,"Value added in gross fixed capital formation, value added origin shares",FIN,Finland,_T,Total - All activities,D,Domestic (home or reference area),PT_GFCF_VA,Percentage of value added in gross fixed capital formation,A,Annual,1997,,63.139,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,GFCF_VA_SH,"Value added in gross fixed capital formation, value added origin shares",PRT,Portugal,_T,Total - All activities,D,Domestic (home or reference area),PT_GFCF_VA,Percentage of value added in gross fixed capital formation,A,Annual,1997,,64.638,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,GFCF_VA_SH,"Value added in gross fixed capital formation, value added origin shares",ITA,Italy,_T,Total - All activities,D,Domestic (home or reference area),PT_GFCF_VA,Percentage of value added in gross fixed capital formation,A,Annual,1997,,77.639,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,GFCF_VA_SH,"Value added in gross fixed capital formation, value added origin shares",ESP,Spain,_T,Total - All activities,D,Domestic (home or reference area),PT_GFCF_VA,Percentage of value added in gross fixed capital formation,A,Annual,1997,,72.766,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,GFCF_VA_SH,"Value added in gross fixed capital formation, value added origin shares",LUX,Luxembourg,_T,Total - All activities,D,Domestic (home or reference area),PT_GFCF_VA,Percentage of value added in gross fixed capital formation,A,Annual,1997,,48.65,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,GFCF_VA_SH,"Value added in gross fixed capital formation, value added origin shares",POL,Poland,_T,Total - All activities,D,Domestic (home or reference area),PT_GFCF_VA,Percentage of value added in gross fixed capital formation,A,Annual,1997,,65.4,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,GFCF_VA_SH,"Value added in gross fixed capital formation, value added origin shares",GRC,Greece,_T,Total - All activities,D,Domestic (home or reference area),PT_GFCF_VA,Percentage of value added in gross fixed capital formation,A,Annual,1997,,72.468,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,GFCF_VA_SH,"Value added in gross fixed capital formation, value added origin shares",CZE,Czechia,_T,Total - All activities,D,Domestic (home or reference area),PT_GFCF_VA,Percentage of value added in gross fixed capital formation,A,Annual,1997,,60.179,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,GFCF_VA_SH,"Value added in gross fixed capital formation, value added origin shares",SWE,Sweden,_T,Total - All activities,D,Domestic (home or reference area),PT_GFCF_VA,Percentage of value added in gross fixed capital formation,A,Annual,1997,,55.152,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,GFCF_VA_SH,"Value added in gross fixed capital formation, value added origin shares",SVK,Slovak Republic,_T,Total - All activities,D,Domestic (home or reference area),PT_GFCF_VA,Percentage of value added in gross fixed capital formation,A,Annual,1997,,44.5,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,GFCF_VA_SH,"Value added in gross fixed capital formation, value added origin shares",IRL,Ireland,_T,Total - All activities,D,Domestic (home or reference area),PT_GFCF_VA,Percentage of value added in gross fixed capital formation,A,Annual,1997,,53.435,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,GFCF_VA_SH,"Value added in gross fixed capital formation, value added origin shares",DEU,Germany,_T,Total - All activities,D,Domestic (home or reference area),PT_GFCF_VA,Percentage of value added in gross fixed capital formation,A,Annual,1997,,76.979,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,GFCF_VA_SH,"Value added in gross fixed capital formation, value added origin shares",SVN,Slovenia,_T,Total - All activities,D,Domestic (home or reference area),PT_GFCF_VA,Percentage of value added in gross fixed capital formation,A,Annual,1997,,53.303,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,GFCF_VA_SH,"Value added in gross fixed capital formation, value added origin shares",HUN,Hungary,_T,Total - All activities,D,Domestic (home or reference area),PT_GFCF_VA,Percentage of value added in gross fixed capital formation,A,Annual,1997,,52.691,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,GFCF_VA_SH,"Value added in gross fixed capital formation, value added origin shares",DNK,Denmark,_T,Total - All activities,D,Domestic (home or reference area),PT_GFCF_VA,Percentage of value added in gross fixed capital formation,A,Annual,1997,,66.132,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,GFCF_VA_SH,"Value added in gross fixed capital formation, value added origin shares",LVA,Latvia,_T,Total - All activities,D,Domestic (home or reference area),PT_GFCF_VA,Percentage of value added in gross fixed capital formation,A,Annual,1997,,51.048,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,GFCF_VA_SH,"Value added in gross fixed capital formation, value added origin shares",HRV,Croatia,_T,Total - All activities,D,Domestic (home or reference area),PT_GFCF_VA,Percentage of value added in gross fixed capital formation,A,Annual,1997,,56.176,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,GFCF_VA_SH,"Value added in gross fixed capital formation, value added origin shares",NLD,Netherlands,_T,Total - All activities,D,Domestic (home or reference area),PT_GFCF_VA,Percentage of value added in gross fixed capital formation,A,Annual,1997,,57.858,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,GFCF_VA_SH,"Value added in gross fixed capital formation, value added origin shares",EST,Estonia,_T,Total - All activities,D,Domestic (home or reference area),PT_GFCF_VA,Percentage of value added in gross fixed capital formation,A,Annual,1997,,38.171,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,GFCF_VA_SH,"Value added in gross fixed capital formation, value added origin shares",LTU,Lithuania,_T,Total - All activities,D,Domestic (home or reference area),PT_GFCF_VA,Percentage of value added in gross fixed capital formation,A,Annual,1997,,55.373,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,GFCF_VA_SH,"Value added in gross fixed capital formation, value added origin shares",BGR,Bulgaria,_T,Total - All activities,D,Domestic (home or reference area),PT_GFCF_VA,Percentage of value added in gross fixed capital formation,A,Annual,1997,,55.073,,0,Units
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINSH@DF_MAINSH(1.1),"Trade in Value Added (TiVA) 2025 edition: Principal Indicators, shares",I,GFCF_VA_SH,"Value added in gross fixed capital formation, value added origin shares",CYP,Cyprus,_T,Total - All activities,D,Domestic (home or reference area),PT_GFCF_VA,Percentage of value added in gross fixed capital formation,A,Annual,1997,,52.969,,0,Units
