freq,unit,co_nco,sector,finpos,na_item,geo,time,hh_total_financial_assets_mio_eur,country,year
A,MIO_EUR,NCO,S14_S15,ASS,F,LT,2009,21963.500000000,LTU,2009
A,MIO_EUR,NCO,S14_S15,ASS,F,LT,2010,23574.000000000,LTU,2010
A,MIO_EUR,NCO,S14_S15,ASS,F,LT,2011,24377.900000000,LTU,2011
A,MIO_EUR,NCO,S14_S15,ASS,F,LT,2012,26572.900000000,LTU,2012
A,MIO_EUR,NCO,S14_S15,ASS,F,LT,2013,28842.300000000,LTU,2013
A,MIO_EUR,NCO,S14_S15,ASS,F,LT,2014,29225.400000000,LTU,2014
A,MIO_EUR,NCO,S14_S15,ASS,F,LT,2015,32379.600000000,LTU,2015
A,MIO_EUR,NCO,S14_S15,ASS,F,LT,2016,35235.700000000,LTU,2016
A,MIO_EUR,NCO,S14_S15,ASS,F,LT,2017,38291.600000000,LTU,2017
A,MIO_EUR,NCO,S14_S15,ASS,F,LT,2018,41215.600000000,LTU,2018
A,MIO_EUR,NCO,S14_S15,ASS,F,LT,2019,47204.500000000,LTU,2019
A,MIO_EUR,NCO,S14_S15,ASS,F,LT,2020,54184.800000000,LTU,2020
A,MIO_EUR,NCO,S14_S15,ASS,F,LT,2021,62967.700000000,LTU,2021
A,MIO_EUR,NCO,S14_S15,ASS,F,LT,2022,66441.700000000,LTU,2022
A,MIO_EUR,NCO,S14_S15,ASS,F,LT,2023,75803.200000000,LTU,2023
A,MIO_EUR,NCO,S14_S15,ASS,F,LT,2024,81382.200000000,LTU,2024
A,MIO_EUR,NCO,S14_S15,ASS,F,LU,1995,20807.500000000,LUX,1995
A,MIO_EUR,NCO,S14_S15,ASS,F,LU,1996,21248.700000000,LUX,1996
A,MIO_EUR,NCO,S14_S15,ASS,F,LU,1997,22776.000000000,LUX,1997
A,MIO_EUR,NCO,S14_S15,ASS,F,LU,1998,23206.700000000,LUX,1998
A,MIO_EUR,NCO,S14_S15,ASS,F,LU,1999,24561.000000000,LUX,1999
A,MIO_EUR,NCO,S14_S15,ASS,F,LU,2000,27595.600000000,LUX,2000
A,MIO_EUR,NCO,S14_S15,ASS,F,LU,2001,29285.100000000,LUX,2001
A,MIO_EUR,NCO,S14_S15,ASS,F,LU,2002,30363.800000000,LUX,2002
A,MIO_EUR,NCO,S14_S15,ASS,F,LU,2003,33823.100000000,LUX,2003
A,MIO_EUR,NCO,S14_S15,ASS,F,LU,2004,38245.200000000,LUX,2004
A,MIO_EUR,NCO,S14_S15,ASS,F,LU,2005,40536.300000000,LUX,2005
A,MIO_EUR,NCO,S14_S15,ASS,F,LU,2006,44964.700000000,LUX,2006
A,MIO_EUR,NCO,S14_S15,ASS,F,LU,2007,52306.900000000,LUX,2007
A,MIO_EUR,NCO,S14_S15,ASS,F,LU,2008,55528.200000000,LUX,2008
A,MIO_EUR,NCO,S14_S15,ASS,F,LU,2009,61065.400000000,LUX,2009
A,MIO_EUR,NCO,S14_S15,ASS,F,LU,2010,64704.700000000,LUX,2010
A,MIO_EUR,NCO,S14_S15,ASS,F,LU,2011,64215.500000000,LUX,2011
A,MIO_EUR,NCO,S14_S15,ASS,F,LU,2012,66420.200000000,LUX,2012
A,MIO_EUR,NCO,S14_S15,ASS,F,LU,2013,71517.500000000,LUX,2013
A,MIO_EUR,NCO,S14_S15,ASS,F,LU,2014,76893.400000000,LUX,2014
A,MIO_EUR,NCO,S14_S15,ASS,F,LU,2015,82704.500000000,LUX,2015
A,MIO_EUR,NCO,S14_S15,ASS,F,LU,2016,86515.700000000,LUX,2016
A,MIO_EUR,NCO,S14_S15,ASS,F,LU,2017,90980.600000000,LUX,2017
A,MIO_EUR,NCO,S14_S15,ASS,F,LU,2018,95112.300000000,LUX,2018
A,MIO_EUR,NCO,S14_S15,ASS,F,LU,2019,104883.000000000,LUX,2019
A,MIO_EUR,NCO,S14_S15,ASS,F,LU,2020,110068.900000000,LUX,2020
A,MIO_EUR,NCO,S14_S15,ASS,F,LU,2021,121215.600000000,LUX,2021
A,MIO_EUR,NCO,S14_S15,ASS,F,LU,2022,119135.400000000,LUX,2022
A,MIO_EUR,NCO,S14_S15,ASS,F,LU,2023,121121.400000000,LUX,2023
A,MIO_EUR,NCO,S14_S15,ASS,F,LU,2024,126740.500000000,LUX,2024
A,MIO_EUR,NCO,S14_S15,ASS,F,HU,1995,21195.100000000,HUN,1995
A,MIO_EUR,NCO,S14_S15,ASS,F,HU,1996,23899.500000000,HUN,1996
A,MIO_EUR,NCO,S14_S15,ASS,F,HU,1997,27583.900000000,HUN,1997
A,MIO_EUR,NCO,S14_S15,ASS,F,HU,1998,30248.000000000,HUN,1998
A,MIO_EUR,NCO,S14_S15,ASS,F,HU,1999,35659.200000000,HUN,1999
A,MIO_EUR,NCO,S14_S15,ASS,F,HU,2000,40524.600000000,HUN,2000
A,MIO_EUR,NCO,S14_S15,ASS,F,HU,2001,51138.700000000,HUN,2001
A,MIO_EUR,NCO,S14_S15,ASS,F,HU,2002,60999.000000000,HUN,2002
A,MIO_EUR,NCO,S14_S15,ASS,F,HU,2003,63242.600000000,HUN,2003
A,MIO_EUR,NCO,S14_S15,ASS,F,HU,2004,76693.100000000,HUN,2004
A,MIO_EUR,NCO,S14_S15,ASS,F,HU,2005,85491.300000000,HUN,2005
A,MIO_EUR,NCO,S14_S15,ASS,F,HU,2006,97116.700000000,HUN,2006
A,MIO_EUR,NCO,S14_S15,ASS,F,HU,2007,106616.400000000,HUN,2007
A,MIO_EUR,NCO,S14_S15,ASS,F,HU,2008,105673.100000000,HUN,2008
A,MIO_EUR,NCO,S14_S15,ASS,F,HU,2009,111742.600000000,HUN,2009
A,MIO_EUR,NCO,S14_S15,ASS,F,HU,2010,115404.600000000,HUN,2010
A,MIO_EUR,NCO,S14_S15,ASS,F,HU,2011,106471.700000000,HUN,2011
A,MIO_EUR,NCO,S14_S15,ASS,F,HU,2012,119193.300000000,HUN,2012
A,MIO_EUR,NCO,S14_S15,ASS,F,HU,2013,124464.100000000,HUN,2013
A,MIO_EUR,NCO,S14_S15,ASS,F,HU,2014,127730.600000000,HUN,2014
A,MIO_EUR,NCO,S14_S15,ASS,F,HU,2015,138339.700000000,HUN,2015
A,MIO_EUR,NCO,S14_S15,ASS,F,HU,2016,152725.600000000,HUN,2016
A,MIO_EUR,NCO,S14_S15,ASS,F,HU,2017,167047.500000000,HUN,2017
A,MIO_EUR,NCO,S14_S15,ASS,F,HU,2018,177778.900000000,HUN,2018
A,MIO_EUR,NCO,S14_S15,ASS,F,HU,2019,193295.000000000,HUN,2019
A,MIO_EUR,NCO,S14_S15,ASS,F,HU,2020,196739.400000000,HUN,2020
A,MIO_EUR,NCO,S14_S15,ASS,F,HU,2021,220823.100000000,HUN,2021
A,MIO_EUR,NCO,S14_S15,ASS,F,HU,2022,221042.400000000,HUN,2022
A,MIO_EUR,NCO,S14_S15,ASS,F,HU,2023,260078.500000000,HUN,2023
A,MIO_EUR,NCO,S14_S15,ASS,F,HU,2024,273396.600000000,HUN,2024
A,MIO_EUR,NCO,S14_S15,ASS,F,MT,1995,4638.600000000,MLT,1995
A,MIO_EUR,NCO,S14_S15,ASS,F,MT,1996,5394.600000000,MLT,1996
A,MIO_EUR,NCO,S14_S15,ASS,F,MT,1997,6284.400000000,MLT,1997
A,MIO_EUR,NCO,S14_S15,ASS,F,MT,1998,6823.500000000,MLT,1998
A,MIO_EUR,NCO,S14_S15,ASS,F,MT,1999,7789.100000000,MLT,1999
A,MIO_EUR,NCO,S14_S15,ASS,F,MT,2000,8397.600000000,MLT,2000
A,MIO_EUR,NCO,S14_S15,ASS,F,MT,2001,9418.900000000,MLT,2001
A,MIO_EUR,NCO,S14_S15,ASS,F,MT,2002,10061.700000000,MLT,2002
A,MIO_EUR,NCO,S14_S15,ASS,F,MT,2003,11232.600000000,MLT,2003
A,MIO_EUR,NCO,S14_S15,ASS,F,MT,2004,11823.600000000,MLT,2004
A,MIO_EUR,NCO,S14_S15,ASS,F,MT,2005,13177.200000000,MLT,2005
A,MIO_EUR,NCO,S14_S15,ASS,F,MT,2006,13617.300000000,MLT,2006
A,MIO_EUR,NCO,S14_S15,ASS,F,MT,2007,14431.200000000,MLT,2007
A,MIO_EUR,NCO,S14_S15,ASS,F,MT,2008,14861.000000000,MLT,2008
A,MIO_EUR,NCO,S14_S15,ASS,F,MT,2009,15583.000000000,MLT,2009
A,MIO_EUR,NCO,S14_S15,ASS,F,MT,2010,16611.700000000,MLT,2010
A,MIO_EUR,NCO,S14_S15,ASS,F,MT,2011,17010.400000000,MLT,2011
A,MIO_EUR,NCO,S14_S15,ASS,F,MT,2012,17945.300000000,MLT,2012
A,MIO_EUR,NCO,S14_S15,ASS,F,MT,2013,18896.100000000,MLT,2013
A,MIO_EUR,NCO,S14_S15,ASS,F,MT,2014,21591.100000000,MLT,2014
A,MIO_EUR,NCO,S14_S15,ASS,F,MT,2015,22895.100000000,MLT,2015
A,MIO_EUR,NCO,S14_S15,ASS,F,MT,2016,26099.100000000,MLT,2016
A,MIO_EUR,NCO,S14_S15,ASS,F,MT,2017,31247.100000000,MLT,2017
A,MIO_EUR,NCO,S14_S15,ASS,F,MT,2018,32458.600000000,MLT,2018
A,MIO_EUR,NCO,S14_S15,ASS,F,MT,2019,35621.900000000,MLT,2019
A,MIO_EUR,NCO,S14_S15,ASS,F,MT,2020,36868.800000000,MLT,2020
A,MIO_EUR,NCO,S14_S15,ASS,F,MT,2021,40570.000000000,MLT,2021
A,MIO_EUR,NCO,S14_S15,ASS,F,MT,2022,41570.800000000,MLT,2022
A,MIO_EUR,NCO,S14_S15,ASS,F,MT,2023,43763.400000000,MLT,2023
A,MIO_EUR,NCO,S14_S15,ASS,F,MT,2024,47039.000000000,MLT,2024
A,MIO_EUR,NCO,S14_S15,ASS,F,NL,1995,916858.200000000,NLD,1995
A,MIO_EUR,NCO,S14_S15,ASS,F,NL,1996,943210.900000000,NLD,1996
A,MIO_EUR,NCO,S14_S15,ASS,F,NL,1997,996311.600000000,NLD,1997
A,MIO_EUR,NCO,S14_S15,ASS,F,NL,1998,1077556.000000000,NLD,1998
A,MIO_EUR,NCO,S14_S15,ASS,F,NL,1999,1180429.000000000,NLD,1999
A,MIO_EUR,NCO,S14_S15,ASS,F,NL,2000,1254479.000000000,NLD,2000
A,MIO_EUR,NCO,S14_S15,ASS,F,NL,2001,1281655.000000000,NLD,2001
A,MIO_EUR,NCO,S14_S15,ASS,F,NL,2002,1322450.000000000,NLD,2002
A,MIO_EUR,NCO,S14_S15,ASS,F,NL,2003,1395675.000000000,NLD,2003
A,MIO_EUR,NCO,S14_S15,ASS,F,NL,2004,1428594.000000000,NLD,2004
A,MIO_EUR,NCO,S14_S15,ASS,F,NL,2005,1516790.000000000,NLD,2005
A,MIO_EUR,NCO,S14_S15,ASS,F,NL,2006,1532813.000000000,NLD,2006
A,MIO_EUR,NCO,S14_S15,ASS,F,NL,2007,1538009.000000000,NLD,2007
A,MIO_EUR,NCO,S14_S15,ASS,F,NL,2008,1683855.000000000,NLD,2008
A,MIO_EUR,NCO,S14_S15,ASS,F,NL,2009,1752825.000000000,NLD,2009
A,MIO_EUR,NCO,S14_S15,ASS,F,NL,2010,1878057.000000000,NLD,2010
A,MIO_EUR,NCO,S14_S15,ASS,F,NL,2011,2014593.000000000,NLD,2011
A,MIO_EUR,NCO,S14_S15,ASS,F,NL,2012,2132653.000000000,NLD,2012
A,MIO_EUR,NCO,S14_S15,ASS,F,NL,2013,2120136.000000000,NLD,2013
A,MIO_EUR,NCO,S14_S15,ASS,F,NL,2014,2360086.000000000,NLD,2014
A,MIO_EUR,NCO,S14_S15,ASS,F,NL,2015,2471744.000000000,NLD,2015
A,MIO_EUR,NCO,S14_S15,ASS,F,NL,2016,2651399.000000000,NLD,2016
A,MIO_EUR,NCO,S14_S15,ASS,F,NL,2017,2654947.000000000,NLD,2017
A,MIO_EUR,NCO,S14_S15,ASS,F,NL,2018,2705400.000000000,NLD,2018
A,MIO_EUR,NCO,S14_S15,ASS,F,NL,2019,3016790.000000000,NLD,2019
A,MIO_EUR,NCO,S14_S15,ASS,F,NL,2020,3302777.000000000,NLD,2020
A,MIO_EUR,NCO,S14_S15,ASS,F,NL,2021,3318339.000000000,NLD,2021
A,MIO_EUR,NCO,S14_S15,ASS,F,NL,2022,2941711.000000000,NLD,2022
A,MIO_EUR,NCO,S14_S15,ASS,F,NL,2023,3145939.000000000,NLD,2023
A,MIO_EUR,NCO,S14_S15,ASS,F,NL,2024,3360229.000000000,NLD,2024
A,MIO_EUR,NCO,S14_S15,ASS,F,AT,1995,263150.200000000,AUT,1995
A,MIO_EUR,NCO,S14_S15,ASS,F,AT,1996,270034.100000000,AUT,1996
A,MIO_EUR,NCO,S14_S15,ASS,F,AT,1997,276786.200000000,AUT,1997
A,MIO_EUR,NCO,S14_S15,ASS,F,AT,1998,292742.300000000,AUT,1998
A,MIO_EUR,NCO,S14_S15,ASS,F,AT,1999,310344.900000000,AUT,1999
A,MIO_EUR,NCO,S14_S15,ASS,F,AT,2000,329557.700000000,AUT,2000
A,MIO_EUR,NCO,S14_S15,ASS,F,AT,2001,337973.000000000,AUT,2001
A,MIO_EUR,NCO,S14_S15,ASS,F,AT,2002,346450.100000000,AUT,2002
A,MIO_EUR,NCO,S14_S15,ASS,F,AT,2003,367071.100000000,AUT,2003
A,MIO_EUR,NCO,S14_S15,ASS,F,AT,2004,390141.300000000,AUT,2004
A,MIO_EUR,NCO,S14_S15,ASS,F,AT,2005,428435.900000000,AUT,2005
A,MIO_EUR,NCO,S14_S15,ASS,F,AT,2006,456961.100000000,AUT,2006
A,MIO_EUR,NCO,S14_S15,ASS,F,AT,2007,481859.700000000,AUT,2007
A,MIO_EUR,NCO,S14_S15,ASS,F,AT,2008,474801.700000000,AUT,2008
A,MIO_EUR,NCO,S14_S15,ASS,F,AT,2009,510557.900000000,AUT,2009
A,MIO_EUR,NCO,S14_S15,ASS,F,AT,2010,533951.800000000,AUT,2010
A,MIO_EUR,NCO,S14_S15,ASS,F,AT,2011,538048.000000000,AUT,2011
A,MIO_EUR,NCO,S14_S15,ASS,F,AT,2012,562011.400000000,AUT,2012
A,MIO_EUR,NCO,S14_S15,ASS,F,AT,2013,586464.700000000,AUT,2013
A,MIO_EUR,NCO,S14_S15,ASS,F,AT,2014,610298.600000000,AUT,2014
A,MIO_EUR,NCO,S14_S15,ASS,F,AT,2015,626126.200000000,AUT,2015
A,MIO_EUR,NCO,S14_S15,ASS,F,AT,2016,652006.400000000,AUT,2016
A,MIO_EUR,NCO,S14_S15,ASS,F,AT,2017,685145.300000000,AUT,2017
A,MIO_EUR,NCO,S14_S15,ASS,F,AT,2018,697300.700000000,AUT,2018
A,MIO_EUR,NCO,S14_S15,ASS,F,AT,2019,732700.700000000,AUT,2019
A,MIO_EUR,NCO,S14_S15,ASS,F,AT,2020,781127.400000000,AUT,2020
A,MIO_EUR,NCO,S14_S15,ASS,F,AT,2021,845154.700000000,AUT,2021
A,MIO_EUR,NCO,S14_S15,ASS,F,AT,2022,840005.100000000,AUT,2022
A,MIO_EUR,NCO,S14_S15,ASS,F,AT,2023,874348.700000000,AUT,2023
A,MIO_EUR,NCO,S14_S15,ASS,F,AT,2024,922515.900000000,AUT,2024
A,MIO_EUR,NCO,S14_S15,ASS,F,PL,1995,36420.200000000,POL,1995
A,MIO_EUR,NCO,S14_S15,ASS,F,PL,1996,41122.400000000,POL,1996
A,MIO_EUR,NCO,S14_S15,ASS,F,PL,1997,53502.100000000,POL,1997
A,MIO_EUR,NCO,S14_S15,ASS,F,PL,1998,74041.100000000,POL,1998
A,MIO_EUR,NCO,S14_S15,ASS,F,PL,1999,82782.100000000,POL,1999
A,MIO_EUR,NCO,S14_S15,ASS,F,PL,2000,98204.300000000,POL,2000
A,MIO_EUR,NCO,S14_S15,ASS,F,PL,2001,118185.300000000,POL,2001
A,MIO_EUR,NCO,S14_S15,ASS,F,PL,2002,113682.400000000,POL,2002
A,MIO_EUR,NCO,S14_S15,ASS,F,PL,2003,135066.500000000,POL,2003
A,MIO_EUR,NCO,S14_S15,ASS,F,PL,2004,166212.300000000,POL,2004
A,MIO_EUR,NCO,S14_S15,ASS,F,PL,2005,200627.200000000,POL,2005
A,MIO_EUR,NCO,S14_S15,ASS,F,PL,2006,229022.200000000,POL,2006
A,MIO_EUR,NCO,S14_S15,ASS,F,PL,2007,283334.600000000,POL,2007
A,MIO_EUR,NCO,S14_S15,ASS,F,PL,2008,231857.500000000,POL,2008
A,MIO_EUR,NCO,S14_S15,ASS,F,PL,2009,268419.500000000,POL,2009
A,MIO_EUR,NCO,S14_S15,ASS,F,PL,2010,304154.200000000,POL,2010
A,MIO_EUR,NCO,S14_S15,ASS,F,PL,2011,290846.600000000,POL,2011
A,MIO_EUR,NCO,S14_S15,ASS,F,PL,2012,352429.600000000,POL,2012
A,MIO_EUR,NCO,S14_S15,ASS,F,PL,2013,368312.600000000,POL,2013
A,MIO_EUR,NCO,S14_S15,ASS,F,PL,2014,387958.200000000,POL,2014
A,MIO_EUR,NCO,S14_S15,ASS,F,PL,2015,418468.300000000,POL,2015
A,MIO_EUR,NCO,S14_S15,ASS,F,PL,2016,441432.600000000,POL,2016
A,MIO_EUR,NCO,S14_S15,ASS,F,PL,2017,488286.300000000,POL,2017
A,MIO_EUR,NCO,S14_S15,ASS,F,PL,2018,499458.300000000,POL,2018
A,MIO_EUR,NCO,S14_S15,ASS,F,PL,2019,533998.800000000,POL,2019
A,MIO_EUR,NCO,S14_S15,ASS,F,PL,2020,565292.000000000,POL,2020
A,MIO_EUR,NCO,S14_S15,ASS,F,PL,2021,612376.200000000,POL,2021
A,MIO_EUR,NCO,S14_S15,ASS,F,PL,2022,612517.300000000,POL,2022
A,MIO_EUR,NCO,S14_S15,ASS,F,PL,2023,720133.900000000,POL,2023
A,MIO_EUR,NCO,S14_S15,ASS,F,PL,2024,817160.900000000,POL,2024
A,MIO_EUR,NCO,S14_S15,ASS,F,PT,1995,132267.900000000,PRT,1995
A,MIO_EUR,NCO,S14_S15,ASS,F,PT,1996,142902.800000000,PRT,1996
A,MIO_EUR,NCO,S14_S15,ASS,F,PT,1997,153736.500000000,PRT,1997
A,MIO_EUR,NCO,S14_S15,ASS,F,PT,1998,179194.600000000,PRT,1998
A,MIO_EUR,NCO,S14_S15,ASS,F,PT,1999,204478.600000000,PRT,1999
A,MIO_EUR,NCO,S14_S15,ASS,F,PT,2000,225891.300000000,PRT,2000
A,MIO_EUR,NCO,S14_S15,ASS,F,PT,2001,242187.300000000,PRT,2001
A,MIO_EUR,NCO,S14_S15,ASS,F,PT,2002,252068.100000000,PRT,2002
A,MIO_EUR,NCO,S14_S15,ASS,F,PT,2003,267545.100000000,PRT,2003
A,MIO_EUR,NCO,S14_S15,ASS,F,PT,2004,290614.000000000,PRT,2004
A,MIO_EUR,NCO,S14_S15,ASS,F,PT,2005,309161.900000000,PRT,2005
A,MIO_EUR,NCO,S14_S15,ASS,F,PT,2006,336521.100000000,PRT,2006
A,MIO_EUR,NCO,S14_S15,ASS,F,PT,2007,353425.300000000,PRT,2007
A,MIO_EUR,NCO,S14_S15,ASS,F,PT,2008,347716.400000000,PRT,2008
A,MIO_EUR,NCO,S14_S15,ASS,F,PT,2009,366032.800000000,PRT,2009
A,MIO_EUR,NCO,S14_S15,ASS,F,PT,2010,373702.500000000,PRT,2010
A,MIO_EUR,NCO,S14_S15,ASS,F,PT,2011,375855.000000000,PRT,2011
A,MIO_EUR,NCO,S14_S15,ASS,F,PT,2012,371962.000000000,PRT,2012
A,MIO_EUR,NCO,S14_S15,ASS,F,PT,2013,374524.300000000,PRT,2013
A,MIO_EUR,NCO,S14_S15,ASS,F,PT,2014,388424.200000000,PRT,2014
A,MIO_EUR,NCO,S14_S15,ASS,F,PT,2015,399896.800000000,PRT,2015
A,MIO_EUR,NCO,S14_S15,ASS,F,PT,2016,408036.400000000,PRT,2016
A,MIO_EUR,NCO,S14_S15,ASS,F,PT,2017,425555.400000000,PRT,2017
A,MIO_EUR,NCO,S14_S15,ASS,F,PT,2018,436910.800000000,PRT,2018
A,MIO_EUR,NCO,S14_S15,ASS,F,PT,2019,457526.600000000,PRT,2019
A,MIO_EUR,NCO,S14_S15,ASS,F,PT,2020,472992.300000000,PRT,2020
A,MIO_EUR,NCO,S14_S15,ASS,F,PT,2021,505778.200000000,PRT,2021
A,MIO_EUR,NCO,S14_S15,ASS,F,PT,2022,519708.300000000,PRT,2022
A,MIO_EUR,NCO,S14_S15,ASS,F,PT,2023,548368.600000000,PRT,2023
A,MIO_EUR,NCO,S14_S15,ASS,F,PT,2024,589269.900000000,PRT,2024
A,MIO_EUR,NCO,S14_S15,ASS,F,RO,1995,24122.300000000,ROU,1995
A,MIO_EUR,NCO,S14_S15,ASS,F,RO,1996,17061.000000000,ROU,1996
A,MIO_EUR,NCO,S14_S15,ASS,F,RO,1997,11604.000000000,ROU,1997
A,MIO_EUR,NCO,S14_S15,ASS,F,RO,1998,10912.300000000,ROU,1998
A,MIO_EUR,NCO,S14_S15,ASS,F,RO,1999,12136.800000000,ROU,1999
A,MIO_EUR,NCO,S14_S15,ASS,F,RO,2000,13411.100000000,ROU,2000
A,MIO_EUR,NCO,S14_S15,ASS,F,RO,2001,14974.300000000,ROU,2001
A,MIO_EUR,NCO,S14_S15,ASS,F,RO,2002,16171.600000000,ROU,2002
A,MIO_EUR,NCO,S14_S15,ASS,F,RO,2003,18502.800000000,ROU,2003
A,MIO_EUR,NCO,S14_S15,ASS,F,RO,2004,28361.500000000,ROU,2004
A,MIO_EUR,NCO,S14_S15,ASS,F,RO,2005,44182.900000000,ROU,2005
A,MIO_EUR,NCO,S14_S15,ASS,F,RO,2006,79706.500000000,ROU,2006
A,MIO_EUR,NCO,S14_S15,ASS,F,RO,2007,101033.100000000,ROU,2007
A,MIO_EUR,NCO,S14_S15,ASS,F,RO,2008,84042.800000000,ROU,2008
A,MIO_EUR,NCO,S14_S15,ASS,F,RO,2009,65104.900000000,ROU,2009
A,MIO_EUR,NCO,S14_S15,ASS,F,RO,2010,68119.400000000,ROU,2010
A,MIO_EUR,NCO,S14_S15,ASS,F,RO,2011,72552.400000000,ROU,2011
A,MIO_EUR,NCO,S14_S15,ASS,F,RO,2012,83416.600000000,ROU,2012
A,MIO_EUR,NCO,S14_S15,ASS,F,RO,2013,103088.100000000,ROU,2013
A,MIO_EUR,NCO,S14_S15,ASS,F,RO,2014,110086.300000000,ROU,2014
A,MIO_EUR,NCO,S14_S15,ASS,F,RO,2015,114290.900000000,ROU,2015
A,MIO_EUR,NCO,S14_S15,ASS,F,RO,2016,122689.400000000,ROU,2016
A,MIO_EUR,NCO,S14_S15,ASS,F,RO,2017,126192.300000000,ROU,2017
A,MIO_EUR,NCO,S14_S15,ASS,F,RO,2018,122092.000000000,ROU,2018
A,MIO_EUR,NCO,S14_S15,ASS,F,RO,2019,158468.500000000,ROU,2019
A,MIO_EUR,NCO,S14_S15,ASS,F,RO,2020,177823.700000000,ROU,2020
A,MIO_EUR,NCO,S14_S15,ASS,F,RO,2021,195546.000000000,ROU,2021
A,MIO_EUR,NCO,S14_S15,ASS,F,RO,2022,221770.900000000,ROU,2022
A,MIO_EUR,NCO,S14_S15,ASS,F,RO,2023,237316.100000000,ROU,2023
A,MIO_EUR,NCO,S14_S15,ASS,F,RO,2024,261046.200000000,ROU,2024
A,MIO_EUR,NCO,S14_S15,ASS,F,SI,1995,10666.300000000,SVN,1995
A,MIO_EUR,NCO,S14_S15,ASS,F,SI,1996,11250.600000000,SVN,1996
A,MIO_EUR,NCO,S14_S15,ASS,F,SI,1997,11964.700000000,SVN,1997
A,MIO_EUR,NCO,S14_S15,ASS,F,SI,1998,13545.000000000,SVN,1998
A,MIO_EUR,NCO,S14_S15,ASS,F,SI,1999,14482.800000000,SVN,1999
A,MIO_EUR,NCO,S14_S15,ASS,F,SI,2000,15390.200000000,SVN,2000
A,MIO_EUR,NCO,S14_S15,ASS,F,SI,2001,19319.100000000,SVN,2001
A,MIO_EUR,NCO,S14_S15,ASS,F,SI,2002,21870.400000000,SVN,2002
A,MIO_EUR,NCO,S14_S15,ASS,F,SI,2003,23898.200000000,SVN,2003
A,MIO_EUR,NCO,S14_S15,ASS,F,SI,2004,26689.600000000,SVN,2004
A,MIO_EUR,NCO,S14_S15,ASS,F,SI,2005,29034.000000000,SVN,2005
A,MIO_EUR,NCO,S14_S15,ASS,F,SI,2006,32644.000000000,SVN,2006
A,MIO_EUR,NCO,S14_S15,ASS,F,SI,2007,37407.000000000,SVN,2007
A,MIO_EUR,NCO,S14_S15,ASS,F,SI,2008,36069.000000000,SVN,2008
A,MIO_EUR,NCO,S14_S15,ASS,F,SI,2009,38742.000000000,SVN,2009
A,MIO_EUR,NCO,S14_S15,ASS,F,SI,2010,40468.000000000,SVN,2010
A,MIO_EUR,NCO,S14_S15,ASS,F,SI,2011,40007.000000000,SVN,2011
A,MIO_EUR,NCO,S14_S15,ASS,F,SI,2012,40603.000000000,SVN,2012
A,MIO_EUR,NCO,S14_S15,ASS,F,SI,2013,41697.000000000,SVN,2013
A,MIO_EUR,NCO,S14_S15,ASS,F,SI,2014,43522.000000000,SVN,2014
A,MIO_EUR,NCO,S14_S15,ASS,F,SI,2015,44300.000000000,SVN,2015
A,MIO_EUR,NCO,S14_S15,ASS,F,SI,2016,46503.000000000,SVN,2016
A,MIO_EUR,NCO,S14_S15,ASS,F,SI,2017,49626.000000000,SVN,2017
A,MIO_EUR,NCO,S14_S15,ASS,F,SI,2018,53381.000000000,SVN,2018
A,MIO_EUR,NCO,S14_S15,ASS,F,SI,2019,57847.000000000,SVN,2019
A,MIO_EUR,NCO,S14_S15,ASS,F,SI,2020,63496.000000000,SVN,2020
A,MIO_EUR,NCO,S14_S15,ASS,F,SI,2021,71282.000000000,SVN,2021
A,MIO_EUR,NCO,S14_S15,ASS,F,SI,2022,74139.000000000,SVN,2022
A,MIO_EUR,NCO,S14_S15,ASS,F,SI,2023,80405.000000000,SVN,2023
A,MIO_EUR,NCO,S14_S15,ASS,F,SI,2024,87111.000000000,SVN,2024
A,MIO_EUR,NCO,S14_S15,ASS,F,SK,1995,13712.100000000,SVK,1995
A,MIO_EUR,NCO,S14_S15,ASS,F,SK,1996,15162.200000000,SVK,1996
A,MIO_EUR,NCO,S14_S15,ASS,F,SK,1997,17150.100000000,SVK,1997
A,MIO_EUR,NCO,S14_S15,ASS,F,SK,1998,16623.600000000,SVK,1998
A,MIO_EUR,NCO,S14_S15,ASS,F,SK,1999,17678.000000000,SVK,1999
A,MIO_EUR,NCO,S14_S15,ASS,F,SK,2000,18270.400000000,SVK,2000
A,MIO_EUR,NCO,S14_S15,ASS,F,SK,2001,19351.900000000,SVK,2001
A,MIO_EUR,NCO,S14_S15,ASS,F,SK,2002,17462.500000000,SVK,2002
A,MIO_EUR,NCO,S14_S15,ASS,F,SK,2003,18963.400000000,SVK,2003
A,MIO_EUR,NCO,S14_S15,ASS,F,SK,2004,19251.100000000,SVK,2004
A,MIO_EUR,NCO,S14_S15,ASS,F,SK,2005,22929.800000000,SVK,2005
A,MIO_EUR,NCO,S14_S15,ASS,F,SK,2006,29239.600000000,SVK,2006
A,MIO_EUR,NCO,S14_S15,ASS,F,SK,2007,34376.700000000,SVK,2007
A,MIO_EUR,NCO,S14_S15,ASS,F,SK,2008,41375.200000000,SVK,2008
A,MIO_EUR,NCO,S14_S15,ASS,F,SK,2009,43454.700000000,SVK,2009
A,MIO_EUR,NCO,S14_S15,ASS,F,SK,2010,49624.900000000,SVK,2010
A,MIO_EUR,NCO,S14_S15,ASS,F,SK,2011,52900.200000000,SVK,2011
