freq,unit,co_nco,sector,finpos,na_item,geo,time,hh_total_financial_liabilities_mio_eur,country,year
A,MIO_EUR,NCO,S14_S15,LIAB,F,FI,2007,100863.000000000,FIN,2007
A,MIO_EUR,NCO,S14_S15,LIAB,F,FI,2008,109071.000000000,FIN,2008
A,MIO_EUR,NCO,S14_S15,LIAB,F,FI,2009,112547.000000000,FIN,2009
A,MIO_EUR,NCO,S14_S15,LIAB,F,FI,2010,119534.000000000,FIN,2010
A,MIO_EUR,NCO,S14_S15,LIAB,F,FI,2011,127841.000000000,FIN,2011
A,MIO_EUR,NCO,S14_S15,LIAB,F,FI,2012,132808.000000000,FIN,2012
A,MIO_EUR,NCO,S14_S15,LIAB,F,FI,2013,136777.000000000,FIN,2013
A,MIO_EUR,NCO,S14_S15,LIAB,F,FI,2014,138004.000000000,FIN,2014
A,MIO_EUR,NCO,S14_S15,LIAB,F,FI,2015,143974.000000000,FIN,2015
A,MIO_EUR,NCO,S14_S15,LIAB,F,FI,2016,153897.000000000,FIN,2016
A,MIO_EUR,NCO,S14_S15,LIAB,F,FI,2017,164187.000000000,FIN,2017
A,MIO_EUR,NCO,S14_S15,LIAB,F,FI,2018,177591.000000000,FIN,2018
A,MIO_EUR,NCO,S14_S15,LIAB,F,FI,2019,186803.000000000,FIN,2019
A,MIO_EUR,NCO,S14_S15,LIAB,F,FI,2020,198915.000000000,FIN,2020
A,MIO_EUR,NCO,S14_S15,LIAB,F,FI,2021,207653.000000000,FIN,2021
A,MIO_EUR,NCO,S14_S15,LIAB,F,FI,2022,212627.000000000,FIN,2022
A,MIO_EUR,NCO,S14_S15,LIAB,F,FI,2023,211544.000000000,FIN,2023
A,MIO_EUR,NCO,S14_S15,LIAB,F,FI,2024,209378.000000000,FIN,2024
A,MIO_EUR,NCO,S14_S15,LIAB,F,SE,1995,96610.800000000,SWE,1995
A,MIO_EUR,NCO,S14_S15,LIAB,F,SE,1996,99814.200000000,SWE,1996
A,MIO_EUR,NCO,S14_S15,LIAB,F,SE,1997,104341.600000000,SWE,1997
A,MIO_EUR,NCO,S14_S15,LIAB,F,SE,1998,102096.300000000,SWE,1998
A,MIO_EUR,NCO,S14_S15,LIAB,F,SE,1999,122852.100000000,SWE,1999
A,MIO_EUR,NCO,S14_S15,LIAB,F,SE,2000,130680.300000000,SWE,2000
A,MIO_EUR,NCO,S14_S15,LIAB,F,SE,2001,148067.300000000,SWE,2001
A,MIO_EUR,NCO,S14_S15,LIAB,F,SE,2002,160700.800000000,SWE,2002
A,MIO_EUR,NCO,S14_S15,LIAB,F,SE,2003,174836.200000000,SWE,2003
A,MIO_EUR,NCO,S14_S15,LIAB,F,SE,2004,192704.900000000,SWE,2004
A,MIO_EUR,NCO,S14_S15,LIAB,F,SE,2005,204922.300000000,SWE,2005
A,MIO_EUR,NCO,S14_S15,LIAB,F,SE,2006,236141.400000000,SWE,2006
A,MIO_EUR,NCO,S14_S15,LIAB,F,SE,2007,247830.600000000,SWE,2007
A,MIO_EUR,NCO,S14_S15,LIAB,F,SE,2008,228583.700000000,SWE,2008
A,MIO_EUR,NCO,S14_S15,LIAB,F,SE,2009,260561.700000000,SWE,2009
A,MIO_EUR,NCO,S14_S15,LIAB,F,SE,2010,321134.300000000,SWE,2010
A,MIO_EUR,NCO,S14_S15,LIAB,F,SE,2011,337554.300000000,SWE,2011
A,MIO_EUR,NCO,S14_S15,LIAB,F,SE,2012,362593.700000000,SWE,2012
A,MIO_EUR,NCO,S14_S15,LIAB,F,SE,2013,365452.500000000,SWE,2013
A,MIO_EUR,NCO,S14_S15,LIAB,F,SE,2014,363175.000000000,SWE,2014
A,MIO_EUR,NCO,S14_S15,LIAB,F,SE,2015,397336.600000000,SWE,2015
A,MIO_EUR,NCO,S14_S15,LIAB,F,SE,2016,411540.900000000,SWE,2016
A,MIO_EUR,NCO,S14_S15,LIAB,F,SE,2017,425613.700000000,SWE,2017
A,MIO_EUR,NCO,S14_S15,LIAB,F,SE,2018,430735.000000000,SWE,2018
A,MIO_EUR,NCO,S14_S15,LIAB,F,SE,2019,443402.400000000,SWE,2019
A,MIO_EUR,NCO,S14_S15,LIAB,F,SE,2020,489274.300000000,SWE,2020
A,MIO_EUR,NCO,S14_S15,LIAB,F,SE,2021,511476.700000000,SWE,2021
A,MIO_EUR,NCO,S14_S15,LIAB,F,SE,2022,490138.200000000,SWE,2022
A,MIO_EUR,NCO,S14_S15,LIAB,F,SE,2023,495086.400000000,SWE,2023
A,MIO_EUR,NCO,S14_S15,LIAB,F,SE,2024,485473.800000000,SWE,2024
