spec_id,features,excluded_country,status,K_Y_h8,K_G_h8
F13,trade+liq+log_gdp_pc,EST,OK,0.067467353,0.655503624
F13,trade+liq+log_gdp_pc,FIN,OK,0.049568241,0.630472361
F13,trade+liq+log_gdp_pc,FRA,OK,0.011548719,0.626781430
F13,trade+liq+log_gdp_pc,GRC,OK,0.138902064,0.628755668
F13,trade+liq+log_gdp_pc,HRV,OK,-0.040041432,0.602951793
F13,trade+liq+log_gdp_pc,HUN,OK,-0.039340389,0.604001115
F13,trade+liq+log_gdp_pc,IRL,OK,0.129448014,0.608108768
F13,trade+liq+log_gdp_pc,ITA,OK,-0.022635011,0.635406602
F13,trade+liq+log_gdp_pc,LTU,OK,0.038798094,0.667248926
F13,trade+liq+log_gdp_pc,LUX,OK,0.713838600,0.669042656
F13,trade+liq+log_gdp_pc,LVA,OK,-0.005958456,0.617024754
F13,trade+liq+log_gdp_pc,MLT,OK,0.075223602,0.637392571
F13,trade+liq+log_gdp_pc,NLD,OK,-0.041572202,0.614721012
F13,trade+liq+log_gdp_pc,POL,OK,0.049894928,0.637535898
F13,trade+liq+log_gdp_pc,PRT,OK,0.037785055,0.640985118
F13,trade+liq+log_gdp_pc,ROU,OK,0.041586348,0.602241621
F13,trade+liq+log_gdp_pc,SVK,OK,0.116748243,0.680305205
F13,trade+liq+log_gdp_pc,SVN,OK,0.155333800,0.629500864
F13,trade+liq+log_gdp_pc,SWE,OK,0.022890813,0.627134287
F14,debt+liq+log_gdp_pc,AUT,OK,0.206391944,0.710102485
F14,debt+liq+log_gdp_pc,BEL,OK,0.172592416,0.703184531
F14,debt+liq+log_gdp_pc,BGR,OK,0.232582863,0.701254135
F14,debt+liq+log_gdp_pc,CYP,OK,0.298371335,0.691257245
F14,debt+liq+log_gdp_pc,CZE,OK,0.355239611,0.716263268
F14,debt+liq+log_gdp_pc,DEU,OK,0.252031119,0.707413521
F14,debt+liq+log_gdp_pc,DNK,OK,0.371859413,0.707803796
F14,debt+liq+log_gdp_pc,ESP,OK,0.121554656,0.714890723
