spec_version,country,eurostat_geo,year,euro_adoption_year,in_euro_area_year,short_rate_available,short_rate_percent,short_rate_ratio,short_rate_source_dataset,short_rate_source_geo,short_rate_source_rule,fallback_reason,source_priority,source_obs_count,missing_reason,attempted_sources
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,ITA,IT,2008,1999,True,True,4.643860000,0.046438600,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,ITA,IT,2009,1999,True,True,1.218480000,0.012184800,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,ITA,IT,2010,1999,True,True,0.814350000,0.008143500,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,ITA,IT,2011,1999,True,True,1.393350000,0.013933500,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,ITA,IT,2012,1999,True,True,0.573710000,0.005737100,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,ITA,IT,2013,1999,True,True,0.220470000,0.002204700,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,ITA,IT,2014,1999,True,True,0.208520000,0.002085200,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,ITA,IT,2015,1999,True,True,-0.020220000,-0.000202200,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,ITA,IT,2016,1999,True,True,-0.264750000,-0.002647500,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,ITA,IT,2017,1999,True,True,-0.329050000,-0.003290500,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,ITA,IT,2018,1999,True,True,-0.322090000,-0.003220900,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,ITA,IT,2019,1999,True,True,-0.356990000,-0.003569900,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,ITA,IT,2020,1999,True,True,-0.427300000,-0.004273000,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,ITA,IT,2021,1999,True,True,-0.549030000,-0.005490300,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,ITA,IT,2022,1999,True,True,0.348280000,0.003482800,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,ITA,IT,2023,1999,True,True,3.433320000,0.034333200,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,ITA,IT,2024,1999,True,True,3.572410000,0.035724100,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LTU,LT,2001,2015,False,True,5.931010000,0.059310100,irt_h_mr3_a,LT,local_pre_euro,fallback_harmonised_local_annual_gap_in_irt_st_a,2,1,,irt_st_a:LT;irt_h_mr3_a:LT
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LTU,LT,2002,2015,False,True,3.743590000,0.037435900,irt_h_mr3_a,LT,local_pre_euro,fallback_harmonised_local_annual_gap_in_irt_st_a,2,1,,irt_st_a:LT;irt_h_mr3_a:LT
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LTU,LT,2003,2015,False,True,2.836880000,0.028368800,irt_h_mr3_a,LT,local_pre_euro,fallback_harmonised_local_annual_gap_in_irt_st_a,2,1,,irt_st_a:LT;irt_h_mr3_a:LT
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LTU,LT,2004,2015,False,True,2.681720000,0.026817200,irt_h_mr3_a,LT,local_pre_euro,fallback_harmonised_local_annual_gap_in_irt_st_a,2,1,,irt_st_a:LT;irt_h_mr3_a:LT
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LTU,LT,2005,2015,False,True,2.428330000,0.024283300,irt_h_mr3_a,LT,local_pre_euro,fallback_harmonised_local_annual_gap_in_irt_st_a,2,1,,irt_st_a:LT;irt_h_mr3_a:LT
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LTU,LT,2006,2015,False,True,3.111340000,0.031113400,irt_h_mr3_a,LT,local_pre_euro,fallback_harmonised_local_annual_gap_in_irt_st_a,2,1,,irt_st_a:LT;irt_h_mr3_a:LT
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LTU,LT,2007,2015,False,True,5.109890000,0.051098900,irt_h_mr3_a,LT,local_pre_euro,fallback_harmonised_local_annual_gap_in_irt_st_a,2,1,,irt_st_a:LT;irt_h_mr3_a:LT
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LTU,LT,2008,2015,False,True,6.044540000,0.060445400,irt_h_mr3_a,LT,local_pre_euro,fallback_harmonised_local_annual_gap_in_irt_st_a,2,1,,irt_st_a:LT;irt_h_mr3_a:LT
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LTU,LT,2009,2015,False,True,7.071040000,0.070710400,irt_h_mr3_a,LT,local_pre_euro,fallback_harmonised_local_annual_gap_in_irt_st_a,2,1,,irt_st_a:LT;irt_h_mr3_a:LT
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LTU,LT,2010,2015,False,True,1.804380000,0.018043800,irt_h_mr3_a,LT,local_pre_euro,fallback_harmonised_local_annual_gap_in_irt_st_a,2,1,,irt_st_a:LT;irt_h_mr3_a:LT
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LTU,LT,2011,2015,False,True,1.674080000,0.016740800,irt_h_mr3_a,LT,local_pre_euro,fallback_harmonised_local_annual_gap_in_irt_st_a,2,1,,irt_st_a:LT;irt_h_mr3_a:LT
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LTU,LT,2012,2015,False,True,1.080600000,0.010806000,irt_h_mr3_a,LT,local_pre_euro,fallback_harmonised_local_annual_gap_in_irt_st_a,2,1,,irt_st_a:LT;irt_h_mr3_a:LT
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LTU,LT,2013,2015,False,True,0.510030000,0.005100300,irt_h_mr3_a,LT,local_pre_euro,fallback_harmonised_local_annual_gap_in_irt_st_a,2,1,,irt_st_a:LT;irt_h_mr3_a:LT
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LTU,LT,2014,2015,False,True,0.337930000,0.003379300,irt_h_mr3_a,LT,local_pre_euro,fallback_harmonised_local_annual_gap_in_irt_st_a,2,1,,irt_st_a:LT;irt_h_mr3_a:LT
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LTU,LT,2015,2015,True,True,-0.020220000,-0.000202200,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LTU,LT,2016,2015,True,True,-0.264750000,-0.002647500,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LTU,LT,2017,2015,True,True,-0.329050000,-0.003290500,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LTU,LT,2018,2015,True,True,-0.322090000,-0.003220900,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LTU,LT,2019,2015,True,True,-0.356990000,-0.003569900,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LTU,LT,2020,2015,True,True,-0.427300000,-0.004273000,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LTU,LT,2021,2015,True,True,-0.549030000,-0.005490300,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LTU,LT,2022,2015,True,True,0.348280000,0.003482800,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LTU,LT,2023,2015,True,True,3.433320000,0.034333200,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LTU,LT,2024,2015,True,True,3.572410000,0.035724100,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LUX,LU,2001,1999,True,True,4.266560000,0.042665600,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LUX,LU,2002,1999,True,True,3.320140000,0.033201400,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LUX,LU,2003,1999,True,True,2.330130000,0.023301300,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LUX,LU,2004,1999,True,True,2.106990000,0.021069900,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LUX,LU,2005,1999,True,True,2.184460000,0.021844600,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LUX,LU,2006,1999,True,True,3.078410000,0.030784100,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LUX,LU,2007,1999,True,True,4.277560000,0.042775600,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LUX,LU,2008,1999,True,True,4.643860000,0.046438600,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LUX,LU,2009,1999,True,True,1.218480000,0.012184800,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LUX,LU,2010,1999,True,True,0.814350000,0.008143500,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LUX,LU,2011,1999,True,True,1.393350000,0.013933500,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LUX,LU,2012,1999,True,True,0.573710000,0.005737100,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LUX,LU,2013,1999,True,True,0.220470000,0.002204700,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LUX,LU,2014,1999,True,True,0.208520000,0.002085200,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LUX,LU,2015,1999,True,True,-0.020220000,-0.000202200,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LUX,LU,2016,1999,True,True,-0.264750000,-0.002647500,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LUX,LU,2017,1999,True,True,-0.329050000,-0.003290500,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LUX,LU,2018,1999,True,True,-0.322090000,-0.003220900,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LUX,LU,2019,1999,True,True,-0.356990000,-0.003569900,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LUX,LU,2020,1999,True,True,-0.427300000,-0.004273000,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LUX,LU,2021,1999,True,True,-0.549030000,-0.005490300,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LUX,LU,2022,1999,True,True,0.348280000,0.003482800,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LUX,LU,2023,1999,True,True,3.433320000,0.034333200,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LUX,LU,2024,1999,True,True,3.572410000,0.035724100,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LVA,LV,2001,2014,False,True,6.860000000,0.068600000,irt_h_mr3_a,LV,local_pre_euro,fallback_harmonised_local_annual_gap_in_irt_st_a,2,1,,irt_st_a:LV;irt_h_mr3_a:LV
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LVA,LV,2002,2014,False,True,4.350000000,0.043500000,irt_h_mr3_a,LV,local_pre_euro,fallback_harmonised_local_annual_gap_in_irt_st_a,2,1,,irt_st_a:LV;irt_h_mr3_a:LV
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LVA,LV,2003,2014,False,True,3.840000000,0.038400000,irt_h_mr3_a,LV,local_pre_euro,fallback_harmonised_local_annual_gap_in_irt_st_a,2,1,,irt_st_a:LV;irt_h_mr3_a:LV
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LVA,LV,2004,2014,False,True,4.230000000,0.042300000,irt_h_mr3_a,LV,local_pre_euro,fallback_harmonised_local_annual_gap_in_irt_st_a,2,1,,irt_st_a:LV;irt_h_mr3_a:LV
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LVA,LV,2005,2014,False,True,3.070000000,0.030700000,irt_h_mr3_a,LV,local_pre_euro,fallback_harmonised_local_annual_gap_in_irt_st_a,2,1,,irt_st_a:LV;irt_h_mr3_a:LV
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LVA,LV,2006,2014,False,True,4.380000000,0.043800000,irt_h_mr3_a,LV,local_pre_euro,fallback_harmonised_local_annual_gap_in_irt_st_a,2,1,,irt_st_a:LV;irt_h_mr3_a:LV
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LVA,LV,2007,2014,False,True,8.680000000,0.086800000,irt_h_mr3_a,LV,local_pre_euro,fallback_harmonised_local_annual_gap_in_irt_st_a,2,1,,irt_st_a:LV;irt_h_mr3_a:LV
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LVA,LV,2008,2014,False,True,8.000000000,0.080000000,irt_h_mr3_a,LV,local_pre_euro,fallback_harmonised_local_annual_gap_in_irt_st_a,2,1,,irt_st_a:LV;irt_h_mr3_a:LV
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LVA,LV,2009,2014,False,True,13.090000000,0.130900000,irt_h_mr3_a,LV,local_pre_euro,fallback_harmonised_local_annual_gap_in_irt_st_a,2,1,,irt_st_a:LV;irt_h_mr3_a:LV
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LVA,LV,2010,2014,False,True,1.990000000,0.019900000,irt_h_mr3_a,LV,local_pre_euro,fallback_harmonised_local_annual_gap_in_irt_st_a,2,1,,irt_st_a:LV;irt_h_mr3_a:LV
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LVA,LV,2011,2014,False,True,0.960000000,0.009600000,irt_h_mr3_a,LV,local_pre_euro,fallback_harmonised_local_annual_gap_in_irt_st_a,2,1,,irt_st_a:LV;irt_h_mr3_a:LV
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LVA,LV,2012,2014,False,True,0.890000000,0.008900000,irt_h_mr3_a,LV,local_pre_euro,fallback_harmonised_local_annual_gap_in_irt_st_a,2,1,,irt_st_a:LV;irt_h_mr3_a:LV
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LVA,LV,2013,2014,False,True,0.360000000,0.003600000,irt_h_mr3_a,LV,local_pre_euro,fallback_harmonised_local_annual_gap_in_irt_st_a,2,1,,irt_st_a:LV;irt_h_mr3_a:LV
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LVA,LV,2014,2014,True,True,0.208520000,0.002085200,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LVA,LV,2015,2014,True,True,-0.020220000,-0.000202200,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LVA,LV,2016,2014,True,True,-0.264750000,-0.002647500,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LVA,LV,2017,2014,True,True,-0.329050000,-0.003290500,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LVA,LV,2018,2014,True,True,-0.322090000,-0.003220900,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LVA,LV,2019,2014,True,True,-0.356990000,-0.003569900,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LVA,LV,2020,2014,True,True,-0.427300000,-0.004273000,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LVA,LV,2021,2014,True,True,-0.549030000,-0.005490300,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LVA,LV,2022,2014,True,True,0.348280000,0.003482800,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LVA,LV,2023,2014,True,True,3.433320000,0.034333200,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,LVA,LV,2024,2014,True,True,3.572410000,0.035724100,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,MLT,MT,2001,2008,False,True,4.929100000,0.049291000,irt_h_mr3_a,MT,local_pre_euro,fallback_harmonised_local_annual_gap_in_irt_st_a,2,1,,irt_st_a:MT;irt_h_mr3_a:MT
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,MLT,MT,2002,2008,False,True,4.014680000,0.040146800,irt_h_mr3_a,MT,local_pre_euro,fallback_harmonised_local_annual_gap_in_irt_st_a,2,1,,irt_st_a:MT;irt_h_mr3_a:MT
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,MLT,MT,2003,2008,False,True,3.288490000,0.032884900,irt_h_mr3_a,MT,local_pre_euro,fallback_harmonised_local_annual_gap_in_irt_st_a,2,1,,irt_st_a:MT;irt_h_mr3_a:MT
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,MLT,MT,2004,2008,False,True,2.938360000,0.029383600,irt_h_mr3_a,MT,local_pre_euro,fallback_harmonised_local_annual_gap_in_irt_st_a,2,1,,irt_st_a:MT;irt_h_mr3_a:MT
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,MLT,MT,2005,2008,False,True,3.178520000,0.031785200,irt_h_mr3_a,MT,local_pre_euro,fallback_harmonised_local_annual_gap_in_irt_st_a,2,1,,irt_st_a:MT;irt_h_mr3_a:MT
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,MLT,MT,2006,2008,False,True,3.493480000,0.034934800,irt_h_mr3_a,MT,local_pre_euro,fallback_harmonised_local_annual_gap_in_irt_st_a,2,1,,irt_st_a:MT;irt_h_mr3_a:MT
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,MLT,MT,2007,2008,False,True,4.258890000,0.042588900,irt_h_mr3_a,MT,local_pre_euro,fallback_harmonised_local_annual_gap_in_irt_st_a,2,1,,irt_st_a:MT;irt_h_mr3_a:MT
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,MLT,MT,2008,2008,True,True,4.643860000,0.046438600,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,MLT,MT,2009,2008,True,True,1.218480000,0.012184800,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,MLT,MT,2010,2008,True,True,0.814350000,0.008143500,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,MLT,MT,2011,2008,True,True,1.393350000,0.013933500,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,MLT,MT,2012,2008,True,True,0.573710000,0.005737100,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,MLT,MT,2013,2008,True,True,0.220470000,0.002204700,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,MLT,MT,2014,2008,True,True,0.208520000,0.002085200,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,MLT,MT,2015,2008,True,True,-0.020220000,-0.000202200,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,MLT,MT,2016,2008,True,True,-0.264750000,-0.002647500,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,MLT,MT,2017,2008,True,True,-0.329050000,-0.003290500,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,MLT,MT,2018,2008,True,True,-0.322090000,-0.003220900,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,MLT,MT,2019,2008,True,True,-0.356990000,-0.003569900,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,MLT,MT,2020,2008,True,True,-0.427300000,-0.004273000,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,MLT,MT,2021,2008,True,True,-0.549030000,-0.005490300,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,MLT,MT,2022,2008,True,True,0.348280000,0.003482800,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,MLT,MT,2023,2008,True,True,3.433320000,0.034333200,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,MLT,MT,2024,2008,True,True,3.572410000,0.035724100,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
mozdzen_tiva2022_gfcf_realppp_networth_feature_screen_20260513,NLD,NL,2001,1999,True,True,4.266560000,0.042665600,irt_st_a,EA,EA_after_euro_adoption,primary_irt_st_a_annual,1,1,,irt_st_a:EA
