country,year,tiva2022_gfcf_import_content_raw,trade_z,liq_fa_net_worth_raw,liq_z,real_ppp_gdp_pc_2020pps,log_real_ppp_gdp_pc_raw,log_gdp_pc_z
BEL,2014,0.51705,0.86984919408,-2.39914430696,-2.17388297484,35644.00112,10.4813361402,0.70661547046
BEL,2015,0.50866,0.786652929203,-2.45521973923,-2.26860869104,35960.561035,10.4901780901,0.729661361246
BEL,2016,0.50396,0.740047155077,-2.47817767105,-2.30739049702,36206.13696,10.4969839127,0.747400236241
BEL,2017,0.51014,0.801328789992,-2.41855341997,-2.20666992015,36598.34143,10.5077582022,0.775482627667
BEL,2018,0.50968,0.796767373801,-2.24419521741,-1.91213441779,37116.381155,10.5218136917,0.812117224908
BEL,2019,0.50027,0.703456664326,-2.33045111127,-2.05784263603,37818.333945,10.540549289,0.860950178256
BEL,2020,0.51122,0.812038201919,-2.52325655864,-2.38354024281,35850.5,10.4871127929,0.721671890115
BEL,2021,0.51014,0.801328789992,-2.45871017565,-2.27450492896,37936.28209,10.5436632442,0.869066472952
BEL,2022,0.53673,1.06499847808,-2.03735234873,-1.56272402389,39145.87796,10.5750504075,0.950874800416
BEL,2023,,,-2.03087511932,-1.55178233035,39420.134285,10.5820319872,0.969071773337
