country,year,household_credit_mio_eur,y_nominal_mio_eur,exports_mio_eur,imports_mio_eur,debt_ratio_latest,gdp_per_capita_eur,unemployment_rate,y_real,gc_real,gi_nominal_mio_eur,fiscal_T,household_credit_to_gdp,log_hh_credit_to_gdp,liq_raw,trade_raw,debt_raw,log_gdp_pc_raw,unemployment_raw,credit_resid_raw,output_gap_raw,gov_size_raw,gi_share_raw,pb_balance_raw,liq_z,trade_z,debt_z,log_gdp_pc_z,unemployment_z,gov_size_z,gi_share_z,credit_resid_z,output_gap_z,pb_balance_z,liq_z_lag1,credit_resid_z_lag1,trade_z_lag1,debt_z_lag1,log_gdp_pc_z_lag1,output_gap_z_lag1,unemployment_z_lag1,pb_balance_z_lag1,gov_size_z_lag1,gi_share_z_lag1,nominal_gdp_mio_eur,gdp_pc_current_pps,gdp_pc_real_index_2020,hh_currency_deposits_assets_mio_eur,hh_total_financial_assets_mio_eur,hh_total_financial_liabilities_mio_eur,gdp_pc_2020_pps_anchor,real_ppp_gdp_pc_2020pps,log_real_ppp_gdp_pc_raw,hh_currency_deposits_to_gdp,liq_fa_deposits_raw,hh_net_financial_worth_to_gdp,liq_fa_net_worth_raw,tiva2022_cons_import_content_raw,tiva2022_gfcf_import_content_raw,tiva2022_avg_import_content_raw,tiva_cf2024_cons_import_content_raw,tiva_cf2024_gfcf_import_content_raw,tiva_cf2024_avg_import_content_raw,figaro2023_cons_import_content_raw,figaro2023_gfcf_import_content_raw,figaro2023_avg_import_content_raw
CZE,2009,42366.300000000,149253.100000000,87276.900000000,81452.600000000,33.400000000,14230,6.700000000,153253.800000000,32304.300000000,8832.300000000,0.390001280,0.283855411,-1.259290288,-0.724898176,0.401430000,33.400000000,10.091033061,6.700000000,,,0.210789553,0.059176660,0.390001280,0.654346027,-0.276652849,-0.799059279,-0.310680735,-0.384990181,0.430436337,1.910949768,,,,0.811541843,,-0.048383717,-0.941665866,-0.167118572,,,,-0.040011249,1.107176272,149253.100000000,20826.700000000,82.684000000,74790.100000000,157009.400000000,48816.100000000,29178.200000000,24125.702888000,10.091033061,0.501095790,0.690957999,0.724898176,-0.724898176,0.286660000,0.401430000,0.344045000,0.286660000,0.401430000,0.344045000,,,
CZE,2010,45845.900000000,159506.100000000,103506.100000000,98678.300000000,36.700000000,15170,7.300000000,157414.100000000,32482.600000000,7962.700000000,0.390522369,0.287424117,-1.246796393,-0.770959857,0.437630000,36.700000000,10.115358649,7.300000000,,,0.206351273,0.049920975,0.390522369,0.576536093,0.082310773,-0.708558945,-0.247277882,-0.248364105,0.294718628,1.056298116,,,,0.654346027,,-0.276652849,-0.799059279,-0.310680735,,-0.384990181,,0.430436337,1.910949768,159506.100000000,21227.700000000,84.720000000,81922.700000000,176590.100000000,53617.300000000,29178.200000000,24719.771040000,10.115358649,0.513602301,0.666306046,0.770959857,-0.770959857,0.300840000,0.437630000,0.369235000,0.300840000,0.437630000,0.369235000,0.286508389,0.429835793,0.358172091
CZE,2011,47015.800000000,166545.500000000,116999.300000000,110753.200000000,39.400000000,15870,6.700000000,160204.100000000,31252.600000000,7249.500000000,0.401274727,0.282300032,-1.264784830,-0.736305094,0.451890000,39.400000000,10.134890452,6.700000000,,,0.195079901,0.043528645,0.401274727,0.635076832,0.223714674,-0.634513218,-0.196369679,-0.384990181,-0.049947544,0.466043084,,,,0.576536093,,0.082310773,-0.708558945,-0.247277882,,-0.248364105,,0.294718628,1.056298116,166545.500000000,21786.300000000,86.391000000,83952.200000000,177524.300000000,54896.000000000,29178.200000000,25207.338762000,10.134890452,0.504079666,0.685020956,0.736305094,-0.736305094,0.319080000,0.451890000,0.385485000,0.319080000,0.451890000,0.385485000,0.302606327,0.447076314,0.374841320
CZE,2012,49880.300000000,163759.400000000,122991.200000000,115246.300000000,43.800000000,15590,7.000000000,158969.500000000,30566.900000000,6703.300000000,0.404506245,0.304595034,-1.188772142,-0.835488528,0.484800000,43.800000000,10.126182765,7.000000000,,,0.192281538,0.040933833,0.404506245,0.467530699,0.550054255,-0.513846106,-0.219065622,-0.316677143,-0.135518405,0.226443296,,,,0.635076832,,0.223714674,-0.634513218,-0.196369679,,-0.384990181,,-0.049947544,0.466043084,163759.400000000,21767.300000000,85.642000000,89058.000000000,194715.800000000,57896.700000000,29178.200000000,24988.794044000,10.126182765,0.543834430,0.609110435,0.835488528,-0.835488528,0.328130000,0.484800000,0.406465000,0.328130000,0.484800000,0.406465000,0.313935135,0.469756576,0.391845855
CZE,2013,47402.800000000,160470.000000000,121283.900000000,112203.600000000,44.100000000,15280,7.000000000,158903.000000000,31315.700000000,5890.600000000,0.410836293,0.295399763,-1.219425711,-0.839450988,0.485680000,44.100000000,10.126194442,7.000000000,,,0.197074316,0.036708419,0.410836293,0.460837093,0.558780442,-0.505618803,-0.219035189,-0.316677143,0.011039461,-0.163723094,,,,0.467530699,,0.550054255,-0.513846106,-0.219065622,,-0.316677143,,-0.135518405,0.226443296,160470.000000000,22410.700000000,85.643000000,84995.600000000,190521.800000000,55815.100000000,29178.200000000,24989.085826000,10.126194442,0.529666604,0.635507519,0.839450988,-0.839450988,0.328800000,0.485680000,0.407240000,0.328800000,0.485680000,0.407240000,0.312989212,0.470698825,0.391844019
CZE,2014,47392.200000000,158991.500000000,129341.300000000,119345.500000000,41.500000000,15140,6.100000000,162470.700000000,31707.000000000,6485.300000000,0.402148543,0.298080086,-1.210393083,-0.872702000,0.502560000,41.500000000,10.148262694,6.100000000,,,0.195155188,0.040790231,0.402148543,0.404667648,0.726164584,-0.576922096,-0.161515915,-0.521616256,-0.047645357,0.213183326,,,,0.460837093,,0.558780442,-0.505618803,-0.219035189,,-0.316677143,,0.011039461,-0.163723094,158991.500000000,23517.100000000,87.554000000,88633.400000000,194774.100000000,56021.900000000,29178.200000000,25546.681228000,10.148262694,0.557472569,0.584341980,0.872702000,-0.872702000,0.339950000,0.502560000,0.421255000,0.339950000,0.502560000,0.421255000,0.315073141,0.482789502,0.398931321
CZE,2015,51625.500000000,170527.300000000,136443.200000000,126200.100000000,39.500000000,16230,5.100000000,170527.300000000,32265.300000000,8659.200000000,0.410312601,0.302740382,-1.194879665,-0.904113887,0.499360000,39.500000000,10.196305285,5.100000000,,,0.189209001,0.050778966,0.410312601,0.351604954,0.694432993,-0.631770783,-0.036296444,-0.749326382,-0.229473231,1.135523339,,,,0.404667648,,0.726164584,-0.576922096,-0.161515915,,-0.521616256,,-0.047645357,0.213183326,170527.300000000,24603.700000000,91.863000000,96064.500000000,214646.900000000,60470.800000000,29178.200000000,26803.969866000,10.196305285,0.563337952,0.573875560,0.904113887,-0.904113887,0.334840000,0.499360000,0.417100000,0.334840000,0.499360000,0.417100000,0.305984930,0.479121089,0.392553009
CZE,2016,55270.800000000,179145.900000000,139927.900000000,126188.000000000,36.200000000,17040,4.000000000,174928.300000000,33054.400000000,5756.300000000,0.400593036,0.308523946,-1.175955818,-0.942159435,0.493950000,36.200000000,10.221204175,4.000000000,,,0.188959705,0.032131910,0.400593036,0.287336313,0.640786772,-0.722271117,0.028600678,-0.999807520,-0.237096409,-0.586308831,,,,0.351604954,,0.694432993,-0.631770783,-0.036296444,,-0.749326382,,-0.229473231,1.135523339,179145.900000000,25443.300000000,94.179000000,104878.800000000,233220.500000000,64436.500000000,29178.200000000,27479.736978000,10.221204175,0.585437903,0.535395160,0.942159435,-0.942159435,0.331180000,0.493950000,0.412565000,0.331180000,0.493950000,0.412565000,0.299926730,0.466460703,0.383193717
CZE,2017,63012.700000000,196738.700000000,152835.400000000,137847.800000000,33.800000000,18700,2.900000000,183978.400000000,33626.700000000,6491.300000000,0.399276807,0.320286248,-1.138540159,-0.958817457,0.487370000,33.800000000,10.270944964,2.900000000,,,0.182775261,0.032994525,0.399276807,0.259196663,0.575538689,-0.788089542,0.158246377,-1.250288658,-0.426209926,-0.506656684,,,,0.287336313,,0.640786772,-0.722271117,0.028600678,,-0.999807520,,-0.237096409,-0.586308831,196738.700000000,27214.700000000,98.982000000,117605.200000000,265706.300000000,77069.800000000,29178.200000000,28881.165924000,10.270944964,0.597773595,0.514543200,0.958817457,-0.958817457,0.328350000,0.487370000,0.407860000,0.328350000,0.487370000,0.407860000,0.295002999,0.458643688,0.376823344
CZE,2018,66854.300000000,213505.400000000,161431.000000000,148454.400000000,31.700000000,20270,2.200000000,189185.500000000,34818.300000000,8747.600000000,0.409969022,0.313126975,-1.161146500,-0.958767319,0.486510000,31.700000000,10.297601513,2.200000000,,,0.184043175,0.040971329,0.409969022,0.259281358,0.567010823,-0.845680664,0.227724707,-1.409685746,-0.387438510,0.229905569,,,,0.259196663,,0.575538689,-0.788089542,0.158246377,,-1.250288658,,-0.426209926,-0.506656684,213505.400000000,28492.800000000,101.656000000,124690.500000000,285483.500000000,80781.500000000,29178.200000000,29661.390992000,10.297601513,0.584015674,0.537827458,0.958767319,-0.958767319,0.321750000,0.486510000,0.404130000,0.321750000,0.486510000,0.404130000,0.292111466,0.450897444,0.371504455
CZE,2019,71931.100000000,229406.700000000,165459.200000000,151476.700000000,29.600000000,21740,2.000000000,195931.500000000,35732.500000000,9842.300000000,0.406552206,0.313552743,-1.159787694,-0.986323416,0.480420000,29.600000000,10.331109503,2.000000000,,,0.182372411,0.042903281,0.406552206,0.212732078,0.506621640,-0.903271785,0.315060814,-1.455227772,-0.438528630,0.408298136,,,,0.259281358,,0.567010823,-0.845680664,0.227724707,,-1.409685746,,-0.387438510,0.229905569,229406.700000000,30008.300000000,105.120000000,133279.800000000,312431.400000000,86162.200000000,29178.200000000,30672.123840000,10.331109503,0.580976057,0.543045733,0.986323416,-0.986323416,0.311270000,0.480420000,0.395845000,0.311270000,0.480420000,0.395845000,0.282480194,0.437627673,0.360053934
CZE,2020,73815.900000000,220310.600000000,149284.600000000,134432.400000000,36.900000000,20980,2.600000000,185537.500000000,37209.100000000,10462.800000000,0.406029487,0.335053783,-1.093464213,-1.127378347,0.462820000,36.900000000,10.281177134,2.600000000,,,0.200547598,0.047491133,0.406029487,-0.025545699,0.332097890,-0.703074077,0.184915775,-1.318601696,0.117248619,0.831931338,,,,0.212732078,,0.506621640,-0.903271785,0.315060814,,-1.455227772,,-0.438528630,0.408298136,220310.600000000,29178.200000000,100.000000000,146058.300000000,336337.200000000,87963.800000000,29178.200000000,29178.200000000,10.281177134,0.662965377,0.411032512,1.127378347,-1.127378347,0.288560000,0.462820000,0.375690000,0.288560000,0.462820000,0.375690000,0.261669135,0.412784405,0.337226770
CZE,2021,86006.300000000,246012.300000000,173561.800000000,164405.300000000,40.700000000,23430,2.800000000,193012.900000000,37756.900000000,11201.200000000,0.400732809,0.349601626,-1.050960985,-1.141512030,0.452940000,40.700000000,10.320801612,2.800000000,,,0.195618531,0.045531057,0.400732809,-0.049421097,0.234126603,-0.598861571,0.288194056,-1.273059671,-0.033476831,0.650941788,,,,-0.025545699,,0.332097890,-0.703074077,0.184915775,,-1.318601696,,0.117248619,0.831931338,246012.300000000,30502.400000000,104.042000000,164124.400000000,379678.600000000,98852.600000000,29178.200000000,30357.582844000,10.320801612,0.667139001,0.404756858,1.141512030,-1.141512030,0.302350000,0.452940000,0.377645000,0.302350000,0.452940000,0.377645000,0.273421049,0.417813974,0.345617511
CZE,2022,93182.000000000,286976.800000000,207798.300000000,205481.300000000,42.500000000,26670,2.200000000,198508.300000000,37899.700000000,13006.100000000,0.401530368,0.324702206,-1.124846806,-1.083892147,0.456550000,42.500000000,10.324543090,2.200000000,,,0.190922495,0.045321085,0.401530368,0.047913590,0.269923804,-0.549497752,0.297945943,-1.409685746,-0.177076441,0.631553427,,,,-0.049421097,,0.234126603,-0.598861571,0.288194056,,-1.273059671,,-0.033476831,0.650941788,286976.800000000,32419.500000000,104.432000000,175729.100000000,416904.200000000,105852.300000000,29178.200000000,30471.377824000,10.324543090,0.612346015,0.490457772,1.083892147,-1.083892147,0.324990000,0.456550000,0.390770000,0.324990000,0.456550000,0.390770000,0.292296544,0.424924669,0.358610606
CZE,2023,94968.700000000,319099.100000000,218273.700000000,202594.400000000,42.200000000,29330,2.600000000,198602.700000000,39111.500000000,15428.100000000,0.402525109,0.297615067,-1.211954349,,,,,2.600000000,,,0.196933375,0.048348930,0.402525109,,,,,-1.318601696,0.006729648,0.911138601,,,,0.047913590,,0.269923804,-0.549497752,0.297945943,,-1.409685746,,-0.177076441,0.631553427,319099.100000000,34972.600000000,103.343000000,183164.200000000,443983.300000000,105837.200000000,29178.200000000,30153.627226000,10.314060501,0.574004126,0.555118695,1.059689921,-1.059689921,,,,0.324990000,0.456550000,0.390770000,0.272497947,0.404509262,0.338503604
CZE,2024,98054.400000000,320786.500000000,220888.900000000,200838.300000000,43.300000000,29440,2.600000000,201087.900000000,40338.700000000,15104.000000000,0.411709657,0.305668724,-1.185253366,,,,,2.600000000,,,0.200602324,0.047084276,0.411709657,,,,,-1.318601696,0.118922063,0.794362942,,,,,,,,,,-1.318601696,,0.006729648,0.911138601,320786.500000000,36175.900000000,104.470000000,190601.600000000,471595.600000000,106790.100000000,29178.200000000,30482.465540000,10.324906897,0.594169642,0.520590407,1.137222109,-1.137222109,,,,0.324990000,0.456550000,0.390770000,,,
DEU,1995,1181051.500000000,1983157.100000000,426012.500000000,418934.400000000,54.900000000,24390,,2356242.300000000,432276.800000000,53368.700000000,0.458036885,0.595541069,-0.518284926,-0.733526204,0.201010000,54.900000000,10.256129124,,,,0.183460249,0.026910979,0.458036885,0.639771086,-2.264042052,-0.209435891,0.119629983,,-0.405263721,-1.068399240,,,,,,,,,,,,,,1983157.100000000,19878.600000000,74.936000000,1173377.600000000,2654986.000000000,1200288.300000000,37974.300000000,28456.421448000,10.256129124,0.591671532,0.524803642,0.733526204,-0.733526204,0.150380000,0.201010000,0.175695000,0.150380000,0.201010000,0.175695000,,,
DEU,1996,1222076.000000000,1975310.300000000,440142.000000000,427090.100000000,57.700000000,24250,,2380697.200000000,444362.100000000,51353.400000000,0.459183501,0.618675456,-0.480174448,-0.765571718,0.213170000,57.700000000,10.264514388,,,,0.186652087,0.025997637,0.459183501,0.585638035,-2.143462006,-0.132647729,0.141485556,,-0.307660848,-1.152735479,,,,0.639771086,,-2.264042052,-0.209435891,0.119629983,,,,-0.405263721,-1.068399240,1975310.300000000,20590.900000000,75.567000000,1188263.200000000,2752386.600000000,1240144.900000000,37974.300000000,28696.039281000,10.264514388,0.601557740,0.508232755,0.765571718,-0.765571718,0.149810000,0.213170000,0.181490000,0.149810000,0.213170000,0.181490000,,,
DEU,1997,1266150.300000000,1958621.600000000,483807.000000000,463780.500000000,58.800000000,24030,,2424843.000000000,450020.600000000,47149.000000000,0.457257951,0.646449677,-0.436259923,-0.838509797,0.230210000,58.800000000,10.282351628,,,,0.185587521,0.024072542,0.457257951,0.462427005,-1.974491285,-0.102480951,0.187977008,,-0.340214109,-1.330494963,,,,0.585638035,,-2.143462006,-0.132647729,0.141485556,,,,-0.307660848,-1.152735479,1958621.600000000,20755.600000000,76.927000000,1201018.600000000,2925539.900000000,1283216.500000000,37974.300000000,29212.489761000,10.282351628,0.613195831,0.489070930,0.838509797,-0.838509797,0.163960000,0.230210000,0.197085000,0.163960000,0.230210000,0.197085000,,,
DEU,1998,1354379.000000000,2008652.600000000,515423.500000000,492025.600000000,59.400000000,24660,,2475658.300000000,462734.600000000,47574.500000000,0.456413867,0.674272395,-0.394121102,-0.892301635,0.240440000,59.400000000,10.303879130,,,,0.186913759,0.023684783,0.456413867,0.371558861,-1.873049355,-0.086026345,0.244086855,,-0.299659180,-1.366299870,,,,0.462427005,,-1.974491285,-0.102480951,0.187977008,,,,-0.340214109,-1.330494963,2008652.600000000,21327.800000000,78.601000000,1260005.000000000,3163961.000000000,1371637.000000000,37974.300000000,29848.179543000,10.303879130,0.627288661,0.466348460,0.892301635,-0.892301635,0.164850000,0.240440000,0.202645000,0.164850000,0.240440000,0.202645000,,,
DEU,1999,1453377.000000000,2077240.000000000,540703.000000000,529475.000000000,60.300000000,25510,,2528379.200000000,475588.300000000,56229.000000000,0.466203231,0.699667347,-0.357150275,-0.949084843,0.255600000,60.300000000,10.325239422,,,,0.188100068,0.027069092,0.466203231,0.275637531,-1.722720943,-0.061344436,0.299760881,,-0.263383163,-1.053799472,,,,0.371558861,,-1.873049355,-0.086026345,0.244086855,,,,-0.299659180,-1.366299870,2077240.000000000,22346.000000000,80.298000000,1270332.000000000,3439903.000000000,1468426.000000000,37974.300000000,30492.603414000,10.325239422,0.611548016,0.491761806,0.949084843,-0.949084843,0.170370000,0.255600000,0.212985000,0.170370000,0.255600000,0.212985000,,,
DEU,2000,1500939.000000000,2129660.000000000,632097.000000000,628568.000000000,59.200000000,26140,,2601108.600000000,485298.500000000,55396.000000000,0.463424209,0.704778697,-0.349871430,-0.940585352,0.280760000,59.200000000,10.353177459,,,,0.186573717,0.026011664,0.463424209,0.289995342,-1.473231310,-0.091511214,0.372579314,,-0.310057303,-1.151440263,,,,0.275637531,,-1.722720943,-0.061344436,0.299760881,,,,-0.263383163,-1.053799472,2129660.000000000,23030.400000000,82.573000000,1240002.000000000,3517630.000000000,1514503.000000000,37974.300000000,31356.518739000,10.353177459,0.582253505,0.540849350,0.940585352,-0.940585352,0.187990000,0.280760000,0.234375000,0.187990000,0.280760000,0.234375000,,,
DEU,2001,1522370.000000000,2195530.000000000,670963.000000000,636679.000000000,58.100000000,26930,,2643666.400000000,487044.900000000,55599.000000000,0.445280638,0.693395217,-0.366155144,-0.948075408,0.277180000,58.100000000,10.368667299,,,,0.184230847,0.025323726,0.445280638,0.277342725,-1.508731027,-0.121677992,0.412952441,,-0.381699694,-1.214963085,,,,0.289995342,,-1.473231310,-0.091511214,0.372579314,,,,-0.310057303,-1.151440263,2195530.000000000,23980.400000000,83.862000000,1272580.000000000,3617566.000000000,1536038.000000000,37974.300000000,31846.007466000,10.368667299,0.579623143,0.545377139,0.948075408,-0.948075408,0.184610000,0.277180000,0.230895000,0.184610000,0.277180000,0.230895000,,,
DEU,2002,1538370.000000000,2223360.000000000,693476.000000000,603467.000000000,59.800000000,27250,,2637632.100000000,493751.200000000,58261.000000000,0.441578512,0.691912241,-0.368296151,-0.909067807,0.264750000,59.800000000,10.365633917,,,,0.187194871,0.026204034,0.441578512,0.343236518,-1.631988426,-0.075056607,0.405046156,,-0.291063106,-1.133677226,,,,0.277342725,,-1.508731027,-0.121677992,0.412952441,,,,-0.381699694,-1.214963085,2223360.000000000,24466.900000000,83.608000000,1341011.000000000,3573757.000000000,1552572.000000000,37974.300000000,31749.552744000,10.365633917,0.603146139,0.505595758,0.909067807,-0.909067807,0.174440000,0.264750000,0.219595000,0.174440000,0.264750000,0.219595000,,,
DEU,2003,1554171.000000000,2240810.000000000,700653.000000000,619510.000000000,63.300000000,27480,,2623657.900000000,496894.800000000,56344.000000000,0.446842436,0.693575537,-0.365895123,-0.990483798,0.266550000,63.300000000,10.360681958,,,,0.189390088,0.025144479,0.446842436,0.205704131,-1.614139406,0.020928595,0.392139238,,-0.223935782,-1.231514391,,,,0.343236518,,-1.631988426,-0.075056607,0.405046156,,,,-0.291063106,-1.133677226,2240810.000000000,25185.400000000,83.195000000,1384498.000000000,3788600.000000000,1569114.000000000,37974.300000000,31592.718885000,10.360681958,0.617856043,0.481499789,0.990483798,-0.990483798,0.177420000,0.266550000,0.221985000,0.177420000,0.266550000,0.221985000,,,
DEU,2004,1557716.000000000,2293040.000000000,778148.000000000,664323.000000000,65.000000000,28150,,2654147.100000000,494170.400000000,51372.000000000,0.435507013,0.679323518,-0.386657802,-1.037710201,0.281170000,65.000000000,10.373366360,,,,0.186188023,0.022403447,0.435507013,0.125926683,-1.469165700,0.067549979,0.425200197,,-0.321851418,-1.484615857,,,,0.205704131,,-1.614139406,0.020928595,0.392139238,,,,-0.223935782,-1.231514391,2293040.000000000,26286.200000000,84.257000000,1440012.000000000,3954161.000000000,1574650.000000000,37974.300000000,31996.005951000,10.373366360,0.627992534,0.465227001,1.037710201,-1.037710201,0.181130000,0.281170000,0.231150000,0.181130000,0.281170000,0.231150000,,,
DEU,2005,1554780.000000000,2325710.000000000,836166.000000000,720969.000000000,67.100000000,28590,,2677649.200000000,496964.700000000,51344.000000000,0.434962657,0.668518431,-0.402691312,-1.122814538,0.291150000,67.100000000,10.383650714,,,,0.185597389,0.022076699,0.434962657,-0.017836262,-1.370202801,0.125141101,0.452005608,,-0.339912343,-1.514787100,,,,0.125926683,,-1.469165700,0.067549979,0.425200197,,,,-0.321851418,-1.484615857,2325710.000000000,26837.300000000,85.128000000,1477935.000000000,4180174.000000000,1568833.000000000,37974.300000000,32326.762104000,10.383650714,0.635476908,0.453379526,1.122814538,-1.122814538,0.193130000,0.291150000,0.242140000,0.193130000,0.291150000,0.242140000,,,
DEU,2006,1556740.000000000,2426180.000000000,945469.000000000,819800.000000000,66.400000000,29890,,2781185.400000000,503112.100000000,56058.000000000,0.435536522,0.641642417,-0.443724113,-1.081112696,0.307890000,66.400000000,10.423603992,,,,0.180898440,0.023105458,0.435536522,0.052608794,-1.204206916,0.105944060,0.556140882,,-0.483601038,-1.419793552,,,,-0.017836262,,-1.370202801,0.125141101,0.452005608,,,,-0.339912343,-1.514787100,2426180.000000000,28037.100000000,88.598000000,1508562.000000000,4190625.000000000,1567651.000000000,37974.300000000,33644.470314000,10.423603992,0.621784863,0.475161125,1.081112696,-1.081112696,0.202840000,0.307890000,0.255365000,0.202840000,0.307890000,0.255365000,,,
DEU,2007,1536543.000000000,2542220.000000000,1033077.000000000,870635.000000000,63.700000000,31390,,2861537.100000000,512542.800000000,56801.000000000,0.436947235,0.604409925,-0.503502627,-1.128147446,0.305060000,63.700000000,10.454324345,,,,0.179114505,0.022343070,0.436947235,-0.026844903,-1.232269541,0.031898333,0.636211218,,-0.538151819,-1.490190924,,,,0.052608794,,-1.204206916,0.105944060,0.556140882,,,,-0.483601038,-1.419793552,2542220.000000000,29604.600000000,91.362000000,1575790.000000000,4415151.000000000,1547152.000000000,37974.300000000,34694.079966000,10.454324345,0.619848007,0.478280981,1.128147446,-1.128147446,0.205280000,0.305060000,0.255170000,0.205280000,0.305060000,0.255170000,,,
DEU,2008,1521387.000000000,2589280.000000000,1060281.000000000,910502.000000000,65.200000000,32060,,2886944.700000000,531963.200000000,61384.000000000,0.441617361,0.587571448,-0.531757426,-1.036452991,0.306350000,65.200000000,10.465978766,,,,0.184265116,0.023706976,0.441617361,0.128050433,-1.219477744,0.073034848,0.666587606,,-0.380651785,-1.364250526,,,,-0.026844903,,-1.232269541,0.031898333,0.636211218,,,,-0.538151819,-1.490190924,2589280.000000000,30326.400000000,92.433000000,1670231.000000000,4216519.000000000,1532852.000000000,37974.300000000,35100.784719000,10.465978766,0.645056155,0.438417905,1.036452991,-1.036452991,0.203890000,0.306350000,0.255120000,0.203890000,0.306350000,0.255120000,,,
DEU,2009,1518000.000000000,2493970.000000000,884225.000000000,765265.000000000,72.400000000,30990,7.300000000,2726876.500000000,547960.500000000,65696.000000000,0.451333416,0.608668107,-0.496482139,-1.143410707,0.278030000,72.400000000,10.412424097,7.300000000,,,0.200948044,0.026341937,0.451333416,-0.052628446,-1.500302323,0.270490122,0.527001309,-0.248364105,0.129493823,-1.120943516,,,,0.128050433,,-1.219477744,0.073034848,0.666587606,,,,-0.380651785,-1.364250526,2493970.000000000,28855.400000000,87.613000000,1716984.000000000,4381779.000000000,1530147.000000000,37974.300000000,33270.423459000,10.412424097,0.688454151,0.373306555,1.143410707,-1.143410707,0.190230000,0.278030000,0.234130000,0.190230000,0.278030000,0.234130000,,,
DEU,2010,1523067.000000000,2615260.000000000,1032906.000000000,899385.000000000,81.000000000,32580,6.600000000,2839623.000000000,556762.500000000,68494.000000000,0.437083502,0.582376896,-0.540637454,-1.156728203,0.321680000,81.000000000,10.455407360,6.600000000,,,0.196069161,0.026190130,0.437083502,-0.075125096,-1.067463591,0.506339478,0.639034016,-0.407761193,-0.019697058,-1.134961029,,,,-0.052628446,,-1.500302323,0.270490122,0.527001309,,-0.248364105,,0.129493823,-1.120943516,2615260.000000000,30625.500000000,91.461000000,1785601.000000000,4560335.000000000,1535190.000000000,37974.300000000,34731.674523000,10.455407360,0.682762326,0.381608466,1.156728203,-1.156728203,0.211240000,0.321680000,0.266460000,0.211240000,0.321680000,0.266460000,0.165603337,0.290398342,0.228000839
DEU,2011,1538621.000000000,2746910.000000000,1143913.000000000,1010571.000000000,78.500000000,34220,5.500000000,2946335.100000000,562281.200000000,70525.000000000,0.444495451,0.560127926,-0.579590083,-1.110947574,0.328470000,78.500000000,10.492413246,5.500000000,,,0.190840886,0.025674303,0.444495451,0.002210070,-1.000133122,0.437778618,0.735487130,-0.658242332,-0.179571978,-1.182591482,,,,-0.075125096,,-1.067463591,0.506339478,0.639034016,,-0.407761193,,-0.019697058,-1.134961029,2746910.000000000,32329.700000000,94.909000000,1846388.000000000,4604478.000000000,1552805.000000000,37974.300000000,36041.028387000,10.492413246,0.672169092,0.397245345,1.110947574,-1.110947574,0.222370000,0.328470000,0.275420000,0.222370000,0.328470000,0.275420000,0.174474772,0.296677747,0.235576259
DEU,2012,1553225.000000000,2799280.000000000,1194889.000000000,1025826.000000000,79.800000000,34820,5.100000000,2959991.700000000,569476.500000000,69037.000000000,0.450467977,0.554865894,-0.589028827,-1.166148795,0.329660000,79.800000000,10.495674210,5.100000000,,,0.192391249,0.024662413,0.450467977,-0.091038881,-0.988332936,0.473430265,0.743986592,-0.749326382,-0.132163574,-1.276027392,,,,0.002210070,,-1.000133122,0.437778618,0.735487130,,-0.658242332,,-0.179571978,-1.182591482,2799280.000000000,32665.500000000,95.219000000,1926673.000000000,4833850.000000000,1569473.000000000,37974.300000000,36158.748717000,10.495674210,0.688274485,0.373567560,1.166148795,-1.166148795,0.224160000,0.329660000,0.276910000,0.224160000,0.329660000,0.276910000,0.178854006,0.290092432,0.234473219
DEU,2013,1564554.000000000,2866480.000000000,1194757.000000000,1029231.000000000,77.500000000,35600,4.900000000,2971742.800000000,578697.700000000,69825.000000000,0.452859256,0.545810192,-0.605483997,-1.213434247,0.324190000,77.500000000,10.497992486,4.900000000,,,0.194733441,0.024359144,0.452859256,-0.170916076,-1.042574125,0.410354275,0.750029008,-0.794868407,-0.060541928,-1.304030639,,,,-0.091038881,,-0.988332936,0.473430265,0.743986592,,-0.749326382,,-0.132163574,-1.276027392,2866480.000000000,33166.500000000,95.440000000,1992770.000000000,5059369.000000000,1581084.000000000,37974.300000000,36242.671920000,10.497992486,0.695197594,0.363559166,1.213434247,-1.213434247,0.223090000,0.324190000,0.273640000,0.223090000,0.324190000,0.273640000,0.174901139,0.281870457,0.228385798
DEU,2014,1587016.000000000,2984470.000000000,1244335.000000000,1049181.000000000,74.500000000,36960,4.700000000,3036532.300000000,589036.500000000,70127.000000000,0.452396573,0.531758068,-0.631566653,-1.238034224,0.324160000,74.500000000,10.516574014,4.700000000,,,0.193983282,0.023497304,0.452396573,-0.212471716,-1.042871608,0.328081244,0.798460391,-0.840410432,-0.083480968,-1.383611230,,,,-0.170916076,,-1.042574125,0.410354275,0.750029008,,-0.794868407,,-0.060541928,-1.304030639,2984470.000000000,34447.600000000,97.230000000,2084632.000000000,5299335.000000000,1604459.000000000,37974.300000000,36922.411890000,10.516574014,0.698493200,0.358829836,1.238034224,-1.238034224,0.218490000,0.324160000,0.271325000,0.218490000,0.324160000,0.271325000,0.169668873,0.285177059,0.227422966
